ID,所在场景ID,怪物名字,怪物ID,怪物数量,重生地点,重生周期(秒),阵营ID,首领,重生开始时间,重生结束时间,重生概率,胆量,团结,忠诚,愤怒1,愤怒2,备注,
1399,1,蓝晶毒蝎,471,1,sys_10_63,20,0,0,0,24,1,1,1,1,30,70,,
1400,1,突厥女弓手,475,1,sys_10_64,20,0,0,0,24,1,1,1,1,30,70,,
1401,1,突厥女弓手,475,0,sys_10_65,20,0,0,0,24,1,1,1,1,30,70,,
1402,1,突厥女弓手,475,1,sys_10_66,20,0,0,0,24,1,1,1,1,30,70,,
1403,1,突厥女弓手,475,1,sys_10_67,20,0,0,0,24,1,1,1,1,30,70,,
1404,1,突厥女弓手,475,1,sys_10_68,20,0,0,0,24,1,1,1,1,30,70,,
1405,1,蓝晶毒蝎,471,0,sys_10_69,20,0,0,0,24,1,1,1,1,30,70,,
1406,1,蓝晶毒蝎,471,1,sys_10_70,20,0,0,0,24,1,1,1,1,30,70,,
1407,1,蓝晶毒蝎,471,0,sys_10_71,20,0,0,0,24,1,1,1,1,30,70,,
1408,1,蓝晶毒蝎,471,1,sys_10_72,20,0,0,0,24,1,1,1,1,30,70,,
1409,1,蓝晶毒蝎,471,0,sys_10_73,20,0,0,0,24,1,1,1,1,30,70,,
1410,1,失散的玄空弟子,473,1,sys_10_74,20,0,0,0,24,1,1,1,1,30,70,,
1411,1,失散的玄空弟子,473,1,sys_10_75,20,0,0,0,24,1,1,1,1,30,70,,
1412,1,失散的玄空弟子,473,1,sys_10_76,20,0,0,0,24,1,1,1,1,30,70,,
1413,1,失散的玄空弟子,473,1,sys_10_77,20,0,0,0,24,1,1,1,1,30,70,,
1414,1,失散的玄空弟子,473,1,sys_10_78,20,0,0,0,24,1,1,1,1,30,70,,
1415,1,失散的玄空弟子,473,1,sys_10_79,20,0,0,0,24,1,1,1,1,30,70,,
1416,1,突厥女弓手,475,1,sys_10_85,20,0,0,0,24,1,1,1,1,30,70,,
1417,1,突厥女弓手,475,1,sys_10_86,20,0,0,0,24,1,1,1,1,30,70,,
1418,1,突厥女弓手,475,1,sys_10_87,20,0,0,0,24,1,1,1,1,30,70,,
1419,1,阿修罗精英弟子,469,0,sys_10_80,20,0,0,0,24,1,1,1,1,30,70,,
1420,1,阿修罗精英弟子,469,1,sys_10_81,20,0,0,0,24,1,1,1,1,30,70,,
1421,1,阿修罗精英弟子,469,0,sys_10_82,20,0,0,0,24,1,1,1,1,30,70,,
1422,1,阿修罗精英弟子,469,1,sys_10_83,20,0,0,0,24,1,1,1,1,30,70,,
1423,1,阿修罗精英弟子,469,0,sys_10_84,20,0,0,0,24,1,1,1,1,30,70,,
1424,1,蓝晶毒蝎,471,1,sys_10_88,20,0,0,0,24,1,1,1,1,30,70,,
1425,1,狼妖营卫长,476,1,sys_10_boss1,30,0,0,0,24,1,1,1,1,30,70,,
1426,1,招魂小鬼,477,1,sys_10_boss2,30,0,0,0,24,1,1,1,1,30,70,,
1427,1,突厥巫师,478,1,sys_10_boss3,30,0,0,0,24,1,1,1,1,30,70,,
1428,1,洪仁道人,479,1,sys_10_boss4,30,0,0,0,24,1,1,1,1,30,70,,
1429,1,空灵兽,480,1,sys_11_1,20,0,0,0,24,1,1,1,1,30,70,,
1430,1,空灵兽,480,1,sys_11_2,20,0,0,0,24,1,1,1,1,30,70,,
1431,1,空灵兽,480,1,sys_11_3,20,0,0,0,24,1,1,1,1,30,70,,
1432,1,空灵兽,480,1,sys_11_4,20,0,0,0,24,1,1,1,1,30,70,,
1433,1,空灵兽,480,1,sys_11_5,20,0,0,0,24,1,1,1,1,30,70,,
1434,1,空灵兽,480,1,sys_11_6,20,0,0,0,24,1,1,1,1,30,70,,
1435,1,玄雾蜂,482,1,sys_11_7,20,0,0,0,24,1,1,1,1,30,70,,
1436,1,玄雾蜂,482,1,sys_11_8,20,0,0,0,24,1,1,1,1,30,70,,
1437,1,玄雾蜂,482,1,sys_11_9,20,0,0,0,24,1,1,1,1,30,70,,
1438,1,玄雾蜂,482,1,sys_11_10,20,0,0,0,24,1,1,1,1,30,70,,
1439,1,玄雾蜂,482,1,sys_11_11,20,0,0,0,24,1,1,1,1,30,70,,
1440,1,士兵行尸,484,1,sys_11_12,20,0,0,0,24,1,1,1,1,30,70,,
1441,1,士兵行尸,484,1,sys_11_13,20,0,0,0,24,1,1,1,1,30,70,,
1442,1,士兵行尸,484,1,sys_11_14,20,0,0,0,24,1,1,1,1,30,70,,
1443,1,士兵行尸,484,1,sys_11_15,20,0,0,0,24,1,1,1,1,30,70,,
1444,1,士兵行尸,484,1,sys_11_16,20,0,0,0,24,1,1,1,1,30,70,,
1445,1,士兵行尸,484,1,sys_11_17,20,0,0,0,24,1,1,1,1,30,70,,
1446,1,士兵行尸,484,1,sys_11_18,20,0,0,0,24,1,1,1,1,30,70,,
1447,1,士兵行尸,484,1,sys_11_19,20,0,0,0,24,1,1,1,1,30,70,,
1448,1,士兵行尸,484,1,sys_11_20,20,0,0,0,24,1,1,1,1,30,70,,
1449,1,士兵行尸,484,1,sys_11_21,20,0,0,0,24,1,1,1,1,30,70,,
1450,1,士兵行尸,484,1,sys_11_22,20,0,0,0,24,1,1,1,1,30,70,,
1451,1,士兵行尸,484,1,sys_11_23,20,0,0,0,24,1,1,1,1,30,70,,
1452,1,士兵行尸,484,1,sys_11_24,20,0,0,0,24,1,1,1,1,30,70,,
1453,1,士兵行尸,484,1,sys_11_25,20,0,0,0,24,1,1,1,1,30,70,,
1454,1,士兵行尸,484,1,sys_11_26,20,0,0,0,24,1,1,1,1,30,70,,
1455,1,士兵行尸,484,1,sys_11_27,20,0,0,0,24,1,1,1,1,30,70,,
1456,1,遗迹石灵,486,1,sys_11_28,20,0,0,0,24,1,1,1,1,30,70,,
1457,1,遗迹石灵,486,1,sys_11_29,20,0,0,0,24,1,1,1,1,30,70,,
1458,1,遗迹石灵,486,1,sys_11_30,20,0,0,0,24,1,1,1,1,30,70,,
1459,1,遗迹石灵,486,1,sys_11_31,20,0,0,0,24,1,1,1,1,30,70,,
1460,1,遗迹石灵,486,1,sys_11_32,20,0,0,0,24,1,1,1,1,30,70,,
1461,1,遗迹石灵,486,1,sys_11_33,20,0,0,0,24,1,1,1,1,30,70,,
1462,1,遗迹石灵,486,1,sys_11_34,20,0,0,0,24,1,1,1,1,30,70,,
1463,1,遗迹石灵,486,1,sys_11_35,20,0,0,0,24,1,1,1,1,30,70,,
1464,1,遗迹石灵,486,1,sys_11_36,20,0,0,0,24,1,1,1,1,30,70,,
1465,1,遗迹石灵,486,1,sys_11_37,20,0,0,0,24,1,1,1,1,30,70,,
1466,1,遗迹石灵,486,1,sys_11_38,20,0,0,0,24,1,1,1,1,30,70,,
1467,1,遗迹石灵,486,1,sys_11_39,20,0,0,0,24,1,1,1,1,30,70,,
1468,1,遗迹石灵,486,1,sys_11_40,20,0,0,0,24,1,1,1,1,30,70,,
1469,1,遗迹石灵,486,1,sys_11_41,20,0,0,0,24,1,1,1,1,30,70,,
1470,1,蛊惑小鬼,488,1,sys_11_42,20,0,0,0,24,1,1,1,1,30,70,,
1471,1,蛊惑小鬼,488,1,sys_11_43,20,0,0,0,24,1,1,1,1,30,70,,
1472,1,蛊惑小鬼,488,1,sys_11_44,20,0,0,0,24,1,1,1,1,30,70,,
1473,1,蛊惑小鬼,488,1,sys_11_45,20,0,0,0,24,1,1,1,1,30,70,,
1474,1,蛊惑小鬼,488,1,sys_11_46,20,0,0,0,24,1,1,1,1,30,70,,
1475,1,蛊惑小鬼,488,1,sys_11_47,20,0,0,0,24,1,1,1,1,30,70,,
1476,1,蛊惑小鬼,488,1,sys_11_48,20,0,0,0,24,1,1,1,1,30,70,,
1477,1,蛊惑小鬼,488,1,sys_11_49,20,0,0,0,24,1,1,1,1,30,70,,
1478,1,空灵兽,480,1,sys_11_50,20,0,0,0,24,1,1,1,1,30,70,,
1479,1,空灵兽,480,1,sys_11_51,20,0,0,0,24,1,1,1,1,30,70,,
1480,1,空灵兽,480,1,sys_11_52,20,0,0,0,24,1,1,1,1,30,70,,
1481,1,玄雾蜂,482,1,sys_11_53,20,0,0,0,24,1,1,1,1,30,70,,
1482,1,玄雾蜂,482,1,sys_11_54,20,0,0,0,24,1,1,1,1,30,70,,
1483,1,玄雾蜂,482,1,sys_11_55,20,0,0,0,24,1,1,1,1,30,70,,
1484,1,士兵行尸,484,1,sys_11_56,20,0,0,0,24,1,1,1,1,30,70,,
1485,1,士兵行尸,484,1,sys_11_57,20,0,0,0,24,1,1,1,1,30,70,,
1486,1,士兵行尸,484,1,sys_11_58,20,0,0,0,24,1,1,1,1,30,70,,
1487,1,士兵行尸,484,1,sys_11_59,20,0,0,0,24,1,1,1,1,30,70,,
1488,1,士兵行尸,484,1,sys_11_60,20,0,0,0,24,1,1,1,1,30,70,,
1489,1,士兵行尸,484,1,sys_11_61,20,0,0,0,24,1,1,1,1,30,70,,
1490,1,士兵行尸,484,1,sys_11_62,20,0,0,0,24,1,1,1,1,30,70,,
1491,1,士兵行尸,484,1,sys_11_63,20,0,0,0,24,1,1,1,1,30,70,,
1492,1,遗迹石灵,486,1,sys_11_64,20,0,0,0,24,1,1,1,1,30,70,,
1493,1,遗迹石灵,486,1,sys_11_65,20,0,0,0,24,1,1,1,1,30,70,,
1494,1,遗迹石灵,486,1,sys_11_66,20,0,0,0,24,1,1,1,1,30,70,,
1495,1,遗迹石灵,486,1,sys_11_67,20,0,0,0,24,1,1,1,1,30,70,,
1496,1,遗迹石灵,486,1,sys_11_68,20,0,0,0,24,1,1,1,1,30,70,,
1497,1,遗迹石灵,486,1,sys_11_69,20,0,0,0,24,1,1,1,1,30,70,,
1498,1,蛊惑小鬼,488,1,sys_11_70,20,0,0,0,24,1,1,1,1,30,70,,
1499,1,蛊惑小鬼,488,1,sys_11_71,20,0,0,0,24,1,1,1,1,30,70,,
1500,1,蛊惑小鬼,488,1,sys_11_72,20,0,0,0,24,1,1,1,1,30,70,,
1501,1,蛊惑小鬼,488,1,sys_11_73,20,0,0,0,24,1,1,1,1,30,70,,
1502,1,蛊惑小鬼,488,1,sys_11_74,20,0,0,0,24,1,1,1,1,30,70,,
1503,1,蛊惑小鬼,488,1,sys_11_75,20,0,0,0,24,1,1,1,1,30,70,,
1504,1,白牡丹花精,481,1,sys_11_1,20,0,0,0,24,1,1,1,1,30,70,,
1505,1,白牡丹花精,481,1,sys_11_2,20,0,0,0,24,1,1,1,1,30,70,,
1506,1,白牡丹花精,481,1,sys_11_3,20,0,0,0,24,1,1,1,1,30,70,,
1507,1,白牡丹花精,481,1,sys_11_4,20,0,0,0,24,1,1,1,1,30,70,,
1508,1,白牡丹花精,481,2,sys_11_5,20,0,0,0,24,1,1,1,1,30,70,,
1509,1,白牡丹花精,481,1,sys_11_6,20,0,0,0,24,1,1,1,1,30,70,,
1510,1,月云兔拳手,483,1,sys_11_7,20,0,0,0,24,1,1,1,1,30,70,,
1511,1,月云兔拳手,483,1,sys_11_8,20,0,0,0,24,1,1,1,1,30,70,,
1512,1,月云兔拳手,483,1,sys_11_9,20,0,0,0,24,1,1,1,1,30,70,,
1513,1,月云兔拳手,483,1,sys_11_10,20,0,0,0,24,1,1,1,1,30,70,,
1514,1,月云兔拳手,483,1,sys_11_11,20,0,0,0,24,1,1,1,1,30,70,,
1515,1,尸毒狼蛛,485,1,sys_11_12,20,0,0,0,24,1,1,1,1,30,70,,
1516,1,尸毒狼蛛,485,1,sys_11_13,20,0,0,0,24,1,1,1,1,30,70,,
1517,1,尸毒狼蛛,485,1,sys_11_14,20,0,0,0,24,1,1,1,1,30,70,,
1518,1,尸毒狼蛛,485,1,sys_11_15,20,0,0,0,24,1,1,1,1,30,70,,
1519,1,尸毒狼蛛,485,1,sys_11_16,20,0,0,0,24,1,1,1,1,30,70,,
1520,1,尸毒狼蛛,485,1,sys_11_17,20,0,0,0,24,1,1,1,1,30,70,,
1521,1,尸毒狼蛛,485,1,sys_11_18,20,0,0,0,24,1,1,1,1,30,70,,
1522,1,尸毒狼蛛,485,1,sys_11_19,20,0,0,0,24,1,1,1,1,30,70,,
1523,1,尸毒狼蛛,485,1,sys_11_20,20,0,0,0,24,1,1,1,1,30,70,,
1524,1,尸毒狼蛛,485,1,sys_11_21,20,0,0,0,24,1,1,1,1,30,70,,
1525,1,尸毒狼蛛,485,1,sys_11_22,20,0,0,0,24,1,1,1,1,30,70,,
1526,1,尸毒狼蛛,485,1,sys_11_23,20,0,0,0,24,1,1,1,1,30,70,,
1527,1,尸毒狼蛛,485,1,sys_11_24,20,0,0,0,24,1,1,1,1,30,70,,
1528,1,尸毒狼蛛,485,1,sys_11_25,20,0,0,0,24,1,1,1,1,30,70,,
1529,1,尸毒狼蛛,485,1,sys_11_26,20,0,0,0,24,1,1,1,1,30,70,,
1530,1,尸毒狼蛛,485,1,sys_11_27,20,0,0,0,24,1,1,1,1,30,70,,
1531,1,怒灵虎人,487,1,sys_11_28,20,0,0,0,24,1,1,1,1,30,70,,
1532,1,怒灵虎人,487,1,sys_11_29,20,0,0,0,24,1,1,1,1,30,70,,
1533,1,怒灵虎人,487,1,sys_11_30,20,0,0,0,24,1,1,1,1,30,70,,
1534,1,怒灵虎人,487,1,sys_11_31,20,0,0,0,24,1,1,1,1,30,70,,
1535,1,怒灵虎人,487,1,sys_11_32,20,0,0,0,24,1,1,1,1,30,70,,
1536,1,怒灵虎人,487,1,sys_11_33,20,0,0,0,24,1,1,1,1,30,70,,
1537,1,怒灵虎人,487,1,sys_11_34,20,0,0,0,24,1,1,1,1,30,70,,
1538,1,怒灵虎人,487,1,sys_11_35,20,0,0,0,24,1,1,1,1,30,70,,
1539,1,怒灵虎人,487,1,sys_11_36,20,0,0,0,24,1,1,1,1,30,70,,
1540,1,怒灵虎人,487,1,sys_11_37,20,0,0,0,24,1,1,1,1,30,70,,
1541,1,怒灵虎人,487,1,sys_11_38,20,0,0,0,24,1,1,1,1,30,70,,
1542,1,怒灵虎人,487,1,sys_11_39,20,0,0,0,24,1,1,1,1,30,70,,
1543,1,怒灵虎人,487,1,sys_11_40,20,0,0,0,24,1,1,1,1,30,70,,
1544,1,怒灵虎人,487,1,sys_11_41,20,0,0,0,24,1,1,1,1,30,70,,
1545,1,怒魄虎人,489,1,sys_11_42,20,0,0,0,24,1,1,1,1,30,70,,
1546,1,怒魄虎人,489,1,sys_11_43,20,0,0,0,24,1,1,1,1,30,70,,
1547,1,怒魄虎人,489,1,sys_11_44,20,0,0,0,24,1,1,1,1,30,70,,
1548,1,怒魄虎人,489,1,sys_11_45,20,0,0,0,24,1,1,1,1,30,70,,
1549,1,怒魄虎人,489,1,sys_11_46,20,0,0,0,24,1,1,1,1,30,70,,
1550,1,怒魄虎人,489,1,sys_11_47,20,0,0,0,24,1,1,1,1,30,70,,
1551,1,怒魄虎人,489,1,sys_11_48,20,0,0,0,24,1,1,1,1,30,70,,
1552,1,怒魄虎人,489,1,sys_11_49,20,0,0,0,24,1,1,1,1,30,70,,
1553,1,白牡丹花精,481,1,sys_11_50,20,0,0,0,24,1,1,1,1,30,70,,
1554,1,白牡丹花精,481,1,sys_11_51,20,0,0,0,24,1,1,1,1,30,70,,
1555,1,白牡丹花精,481,1,sys_11_52,20,0,0,0,24,1,1,1,1,30,70,,
1556,1,月云兔拳手,483,1,sys_11_53,20,0,0,0,24,1,1,1,1,30,70,,
1557,1,月云兔拳手,483,1,sys_11_54,20,0,0,0,24,1,1,1,1,30,70,,
1558,1,月云兔拳手,483,1,sys_11_55,20,0,0,0,24,1,1,1,1,30,70,,
1559,1,尸毒狼蛛,485,1,sys_11_56,20,0,0,0,24,1,1,1,1,30,70,,
1560,1,尸毒狼蛛,485,1,sys_11_57,20,0,0,0,24,1,1,1,1,30,70,,
1561,1,尸毒狼蛛,485,1,sys_11_58,20,0,0,0,24,1,1,1,1,30,70,,
1562,1,尸毒狼蛛,485,1,sys_11_59,20,0,0,0,24,1,1,1,1,30,70,,
1563,1,尸毒狼蛛,485,1,sys_11_60,20,0,0,0,24,1,1,1,1,30,70,,
1564,1,尸毒狼蛛,485,1,sys_11_61,20,0,0,0,24,1,1,1,1,30,70,,
1565,1,尸毒狼蛛,485,1,sys_11_62,20,0,0,0,24,1,1,1,1,30,70,,
1566,1,尸毒狼蛛,485,1,sys_11_63,20,0,0,0,24,1,1,1,1,30,70,,
1567,1,怒灵虎人,487,1,sys_11_64,20,0,0,0,24,1,1,1,1,30,70,,
1568,1,怒灵虎人,487,1,sys_11_65,20,0,0,0,24,1,1,1,1,30,70,,
1569,1,怒灵虎人,487,1,sys_11_66,20,0,0,0,24,1,1,1,1,30,70,,
1570,1,怒灵虎人,487,1,sys_11_67,20,0,0,0,24,1,1,1,1,30,70,,
1571,1,怒灵虎人,487,1,sys_11_68,20,0,0,0,24,1,1,1,1,30,70,,
1572,1,怒灵虎人,487,1,sys_11_69,20,0,0,0,24,1,1,1,1,30,70,,
1573,1,怒魄虎人,489,1,sys_11_70,20,0,0,0,24,1,1,1,1,30,70,,
1574,1,怒魄虎人,489,1,sys_11_71,20,0,0,0,24,1,1,1,1,30,70,,
1575,1,怒魄虎人,489,1,sys_11_72,20,0,0,0,24,1,1,1,1,30,70,,
1576,1,怒魄虎人,489,1,sys_11_73,20,0,0,0,24,1,1,1,1,30,70,,
1577,1,怒魄虎人,489,1,sys_11_74,20,0,0,0,24,1,1,1,1,30,70,,
1578,1,怒魄虎人,489,1,sys_11_75,20,0,0,0,24,1,1,1,1,30,70,,
1579,1,月云兔苦修者,490,1,sys_11_boss1,30,0,0,0,24,1,1,1,1,30,70,,
1580,1,武将行尸头目,491,1,sys_11_boss2,30,0,0,0,24,1,1,1,1,30,70,,
1581,1,妖火灵兽,492,1,sys_11_boss3,30,0,0,0,24,1,1,1,1,30,70,,
1582,1,突厥降头师,493,1,sys_11_boss4,30,0,0,0,24,1,1,1,1,30,70,,
1583,1,妖魂夜倾择,494,1,sys_zyt1_boss2,30,0,0,0,24,1,1,1,1,30,70,,
,,,,,,,,,,,,,,,,,,
2001,1,草精,20001,8,sys_1_1,15,0,0,0,24,1,1,1,1,30,70,,0
2002,1,草精,20001,6,sys_2_1,15,0,0,0,24,1,1,1,1,30,70,,0
2003,1,草精,20001,8,sys_3_1,15,0,0,0,24,1,1,1,1,30,70,,0
2004,1,草精,20001,8,sys_3_2,15,0,0,0,24,1,1,1,1,30,70,,0
2005,1,七彩花仙,20002,3,sys_3_2,15,0,0,0,24,1,1,1,1,30,70,,0
2006,1,草精,20001,8,sys_4_1,15,0,0,0,24,1,1,1,1,30,70,,0
2007,1,七彩花仙,20002,3,sys_4_1,15,0,0,0,24,1,1,1,1,30,70,,0
2008,1,草精,20001,6,sys_4_2,15,0,0,0,24,1,1,1,1,30,70,,0
2009,1,七彩花仙,20002,3,sys_4_2,15,0,0,0,24,1,1,1,1,30,70,,0
2010,1,草精,20001,6,sys_4_3,15,0,0,0,24,1,1,1,1,30,70,,0
2011,1,七彩花仙,20002,3,sys_4_3,15,0,0,0,24,1,1,1,1,30,70,,0
2012,1,不忧草姬,20003,4,sys_4_4,15,0,0,0,24,1,1,1,1,30,70,,0
2013,1,七彩花仙,20002,2,sys_4_4,15,0,0,0,24,1,1,1,1,30,70,,0
2014,1,不忧草姬,20003,16,sys_5_1,15,0,0,0,24,1,1,1,1,30,70,,0
2015,1,七彩花仙,20002,3,sys_5_1,15,0,0,0,24,1,1,1,1,30,70,,0
2016,1,不忧草姬,20003,8,sys_5_2,15,0,0,0,24,1,1,1,1,30,70,,0
2017,1,七彩花仙,20002,2,sys_5_2,15,0,0,0,24,1,1,1,1,30,70,,0
2018,1,不忧草姬,20003,16,sys_6_1,15,0,0,0,24,1,1,1,1,30,70,,0
2019,1,七彩花仙,20002,3,sys_6_1,15,0,0,0,24,1,1,1,1,30,70,,0
2020,1,不忧草姬,20003,4,sys_6_2,15,0,0,0,24,1,1,1,1,30,70,,0
2021,1,七彩花仙,20002,2,sys_6_2,15,0,0,0,24,1,1,1,1,30,70,,0
2022,1,朝夕草妖,20004,4,sys_7_1,15,0,0,0,24,1,1,1,1,30,70,,0
2023,1,不忧草姬,20003,20,sys_7_1,15,0,0,0,24,1,1,1,1,30,70,,0
2024,1,朝夕草妖,20004,6,sys_8_1,15,0,0,0,24,1,1,1,1,30,70,,0
2025,1,不忧草姬,20003,8,sys_8_1,15,0,0,0,24,1,1,1,1,30,70,,0
2026,1,朝夕草妖,20004,14,sys_9_1,15,0,0,0,24,1,1,1,1,30,70,,0
2027,1,不忧草姬,20003,4,sys_9_1,15,0,0,0,24,1,1,1,1,30,70,,0
2028,1,朝夕草妖,20004,6,sys_10_1,15,0,0,0,24,1,1,1,1,30,70,,0
2029,1,彩翼蚊,20005,15,sys_10_1,15,0,0,0,24,1,1,1,1,30,70,,0
2030,1,朝夕草妖,20004,8,sys_11_1,15,0,0,0,24,1,1,1,1,30,70,,0
2031,1,墓冢妖火,20006,16,sys_11_1,15,0,0,0,24,1,1,1,1,30,70,,0
2032,1,朝夕草妖,20004,4,sys_11_2,15,0,0,0,24,1,1,1,1,30,70,,0
2033,1,墓冢妖火,20006,5,sys_11_2,15,0,0,0,24,1,1,1,1,30,70,,0
2034,1,朝夕草妖,20004,4,sys_11_3,15,0,0,0,24,1,1,1,1,30,70,,0
2035,1,墓冢妖火,20006,12,sys_11_4,15,0,0,0,24,1,1,1,1,30,70,,0
2036,1,朝夕草妖,21006,1,sys_7_1,15,0,0,0,24,1,1,1,1,30,70,,0
2037,1,朝夕草妖,21006,2,sys_8_1,15,0,0,0,24,1,1,1,1,30,70,,0
2038,1,朝夕草妖,21006,3,sys_9_1,15,0,0,0,24,1,1,1,1,30,70,,0
2039,1,朝夕草妖,21006,1,sys_10_1,15,0,0,0,24,1,1,1,1,30,70,,0
2040,1,朝夕草妖,21006,2,sys_11_1,15,0,0,0,24,1,1,1,1,30,70,,0
2041,1,朝夕草妖,21006,1,sys_11_2,15,0,0,0,24,1,1,1,1,30,70,,0
2042,1,朝夕草妖,21006,1,sys_11_3,15,0,0,0,24,1,1,1,1,30,70,,0
2043,1,朝夕草妖,21010,1,sys_7_1,15,0,0,0,24,1,1,1,1,30,70,,0
2044,1,朝夕草妖,21010,2,sys_8_1,15,0,0,0,24,1,1,1,1,30,70,,0
2045,1,朝夕草妖,21010,3,sys_9_1,15,0,0,0,24,1,1,1,1,30,70,,0
2046,1,朝夕草妖,21010,1,sys_10_1,15,0,0,0,24,1,1,1,1,30,70,,0
2047,1,朝夕草妖,21010,2,sys_11_1,15,0,0,0,24,1,1,1,1,30,70,,0
2048,1,朝夕草妖,21010,1,sys_11_2,15,0,0,0,24,1,1,1,1,30,70,,0
2049,1,七彩花仙,21008,2,sys_3_2,15,0,0,0,24,1,1,1,1,30,70,,0
2050,1,七彩花仙,21008,2,sys_4_1,15,0,0,0,24,1,1,1,1,30,70,,0
2051,1,七彩花仙,21008,2,sys_4_2,15,0,0,0,24,1,1,1,1,30,70,,0
2052,1,七彩花仙,21008,2,sys_4_3,15,0,0,0,24,1,1,1,1,30,70,,0
2053,1,七彩花仙,21008,1,sys_4_4,15,0,0,0,24,1,1,1,1,30,70,,0
2054,1,七彩花仙,21008,2,sys_5_1,15,0,0,0,24,1,1,1,1,30,70,,0
2055,1,七彩花仙,21008,1,sys_5_2,15,0,0,0,24,1,1,1,1,30,70,,0
2056,1,七彩花仙,21008,2,sys_6_1,15,0,0,0,24,1,1,1,1,30,70,,0
2057,1,七彩花仙,21008,1,sys_6_2,15,0,0,0,24,1,1,1,1,30,70,,0
2058,1,七彩花仙,21012,1,sys_3_2,15,0,0,0,24,1,1,1,1,30,70,,0
2059,1,七彩花仙,21012,1,sys_4_1,15,0,0,0,24,1,1,1,1,30,70,,0
2060,1,七彩花仙,21012,1,sys_4_2,15,0,0,0,24,1,1,1,1,30,70,,0
2061,1,七彩花仙,21012,1,sys_4_3,15,0,0,0,24,1,1,1,1,30,70,,0
2062,1,七彩花仙,21012,1,sys_4_4,15,0,0,0,24,1,1,1,1,30,70,,0
2063,1,七彩花仙,21012,1,sys_5_1,15,0,0,0,24,1,1,1,1,30,70,,0
2064,1,七彩花仙,21012,1,sys_5_2,15,0,0,0,24,1,1,1,1,30,70,,0
2065,1,七彩花仙,21012,1,sys_6_1,15,0,0,0,24,1,1,1,1,30,70,,0
2066,1,七彩花仙,21012,1,sys_6_2,15,0,0,0,24,1,1,1,1,30,70,,0
2067,1,不忧草姬,20003,6,sys_12_1,15,0,0,0,24,1,1,1,1,30,70,,0
2068,1,彩翼蚊,20005,5,sys_12_1,15,0,0,0,24,1,1,1,1,30,70,,0
2069,1,无双沙石怪,20007,6,sys_12_2,15,0,0,0,24,1,1,1,1,30,70,,0
2070,1,彩翼蚊,20005,4,sys_12_3,15,0,0,0,24,1,1,1,1,30,70,,0
2071,1,无双沙石怪,20007,5,sys_12_3,15,0,0,0,24,1,1,1,1,30,70,,0
2072,1,无双沙石怪,20007,6,sys_12_4,15,0,0,0,24,1,1,1,1,30,70,,0
2073,1,无双沙石怪,20007,4,sys_12_5,15,0,0,0,24,1,1,1,1,30,70,,0
2074,1,黄金沙虫,20008,5,sys_12_5,15,0,0,0,24,1,1,1,1,30,70,,0
2075,1,彩翼蚊,20005,4,sys_12_6,15,0,0,0,24,1,1,1,1,30,70,,0
2076,1,不忧草姬,20003,4,sys_12_7,15,0,0,0,24,1,1,1,1,30,70,,0
2077,1,彩翼蚊,20005,5,sys_12_7,15,0,0,0,24,1,1,1,1,30,70,,0
2078,1,彩翼蚊,20005,8,sys_13_1,15,0,0,0,24,1,1,1,1,30,70,,0
2079,1,无双沙石怪,20007,12,sys_13_2,15,0,0,0,24,1,1,1,1,30,70,,0
2080,1,无双沙石怪,20007,6,sys_13_3,15,0,0,0,24,1,1,1,1,30,70,,0
2081,1,无双沙石怪,20007,10,sys_13_4,15,0,0,0,24,1,1,1,1,30,70,,0
2082,1,无双沙石怪,20007,3,sys_13_5,15,0,0,0,24,1,1,1,1,30,70,,0
2083,1,无双沙石怪,20007,6,sys_14_1,15,0,0,0,24,1,1,1,1,30,70,,0
2084,1,彩翼蚊,20005,4,sys_14_1,15,0,0,0,24,1,1,1,1,30,70,,0
2085,1,无双沙石怪,20007,12,sys_15_1,15,0,0,0,24,1,1,1,1,30,70,,0
2086,1,无双沙石怪,20007,7,sys_15_2,15,0,0,0,24,1,1,1,1,30,70,,0
2087,1,彩翼蚊,20005,3,sys_16_1,15,0,0,0,24,1,1,1,1,30,70,,0
2088,1,无双沙石怪,20007,3,sys_16_2,15,0,0,0,24,1,1,1,1,30,70,,0
2089,1,白翰赤,20010,4,sys_16_3,15,0,0,0,24,1,1,1,1,30,70,,0
2090,1,白翰赤,20010,16,sys_16_4,15,0,0,0,24,1,1,1,1,30,70,,0
2091,1,黄金沙虫,20008,2,sys_16_4,15,0,0,0,24,1,1,1,1,30,70,,0
2092,1,黄金沙虫,20008,8,sys_16_5,15,0,0,0,24,1,1,1,1,30,70,,0
2093,1,带子狼,20009,10,sys_17_1,15,0,0,0,24,1,1,1,1,30,70,,0
2094,1,带子狼,20009,12,sys_17_2,15,0,0,0,24,1,1,1,1,30,70,,0
2095,1,黄金沙虫,20008,2,sys_17_2,15,0,0,0,24,1,1,1,1,30,70,,0
2096,1,带子狼,20009,8,sys_17_3,15,0,0,0,24,1,1,1,1,30,70,,0
2097,1,带子狼,20009,8,sys_18_1,15,0,0,0,24,1,1,1,1,30,70,,0
2098,1,带子狼,20009,8,sys_18_2,15,0,0,0,24,1,1,1,1,30,70,,0
2099,1,白翰赤,20010,8,sys_19_1,15,0,0,0,24,1,1,1,1,30,70,,0
