ID,允许直接接受,分组ID,催粮任务,跑环任务,文官任务,文官任务计数,任务名称,任务描述,动态提示,提示道具,提示数量,任务接受条件,任务完成条件,最低等级,最高等级,国家限制,职业限制,官职要求,是否可重复,接受时间限制,完成时间限制,任务标记道具,是否可取消,接受任务标记,完成方式,npc1接任务对话,npc1接任务后对话,npc1任务中对话,npc2任务中对话,npc2完成任务后对话,npc2选择失败对话,,固定奖励,随机奖励概率,随机奖励,,选择标记1,选择标记2,选择标记3,选择标记4,选择标记5,特殊要求1,特殊要求2,特殊要求3,特殊要求4,特殊要求5,特殊奖励概率,特殊奖励1,特殊奖励2,特殊奖励3,特殊奖励4,特殊奖励5,任务区域,任务区块分组,是否受上限个数限制,是否可共享,任务相关信息,接受NPC坐标,完成NPC坐标,可选奖励,动态提示2,职业奖励
11550,1,0,0,0,0,0,查探实情,"<html>
<head>
<meta http-equiv=""Content-Type"" content=""text/html; charset=gb2312""/>
</head>
<body>
<p>&nbsp;</p>
<p><img src=""ui_texture/任务描述.tga"" width=""430"" height=""24"" source=""""/></p>
<p><font color=""#C8FFF1"">初到此地，你向镜花村</font><a href=""client://clientmovetoscene4 scene03 80 367 scene01 123"">罗桑扎巴（玉淩雪域-930 409）</a><font color=""#C8FFF1"">这个天竺来的僧侣根本不知道沃雪原是什么地方，更不能派人去那里了。不过他从你的话中得到一些线索，那些人像是书中描述的一种傀儡，他让你取些</font><a href=""client://clientmovetoscene1 scene03 80 367 scene01 -900 701"">失魂发羌兵（玉淩雪域-900 701）</a><font color=""#C8FFF1"">的魂魄回来，让他研究一下。</font></p>
<p>&nbsp;</p>
<p>&nbsp;</p>
$[GOAL]
<p>&nbsp;</p>
<p>&nbsp;</p>
$[REWARD]
</body>
</html>","<font color=""#C8FFF1"">击杀</font><a href=""client://clientmovetoscene1 scene03 80 367 scene01 -900 701"">失魂发羌兵（玉淩雪域-900 701）</a><font color=""#C8FFF1"">，收集魂魄</font>",5087,10,taskdone 11549,item 5087 10,26,100,2,0,0,0,0,-1,,0,Enttask_t11550,0,task/task_t11550/task_t11550_01.html,,task/task_t11550/task_t11550_02.html,task/task_t11550/task_t11550_02.html,task/task_t11550/task_t11550_04.html,,,"exp 22428
gold 1626
credit 2 265",,,,,,,,,,,,,,,,,,,,玉淩雪域,44,1,1,"<html>
<head>
<meta http-equiv=""Content-Type"" content=""text/html; charset=gb2312""/>
</head>
<body>
<p><font color=""#00ff00"">[任务相关信息]</font></p>
<p>&nbsp;</p>
<p><font color=""#C8FFF1"">接受任务NPC：</font><a href=""client://clientmovetoscene4 scene03 80 367 scene01 123"">罗桑扎巴（玉淩雪域-930 409）</a></p>
<p>&nbsp;</p>
<p><font color=""#C8FFF1"">接受任务最低等级：26级</font></p>
<p>&nbsp;</p>
<p><font color=""#C8FFF1"">任务目标：击杀</font><a href=""client://clientmovetoscene1 scene03 80 367 scene01 -900 701"">失魂发羌兵（玉淩雪域-900 701）</a><font color=""#C8FFF1"">，收集魂魄</font></p>
<p>&nbsp;</p>
<p>&nbsp;</p>
$[REWARD]
</body>
</html>","-18595,8185;","-18595,8185;",,"<font color=""#C8FFF1"">去找</font><a href=""client://clientmovetoscene4 scene03 80 367 scene01 123"">罗桑扎巴（玉淩雪域-930 409）</a>",
11551,1,0,0,0,0,0,原来如此,"<html>
<head>
<meta http-equiv=""Content-Type"" content=""text/html; charset=gb2312""/>
</head>
<body>
<p>&nbsp;</p>
<p><img src=""ui_texture/任务描述.tga"" width=""430"" height=""24"" source=""""/></p>
<p><a href=""client://clientmovetoscene4 scene03 80 367 scene01 123"">罗桑扎巴（玉淩雪域-930 409）</a><font color=""#C8FFF1"">查看过你带回来的魂魄之后，确定和那古籍描述的一样。那些人的确是阿巴拉曾手下的士兵，不过他们在战死之后被妖狐炼制成傀儡了。事情的真相知道了，你还是快快告诉</font><a href=""client://clientmovetoscene4 scene03 80 367 scene01 127"">阿巴拉曾（玉淩雪域-871 533）</a><font color=""#C8FFF1"">吧。</font></p>
<p>&nbsp;</p>
<p>&nbsp;</p>
$[GOAL]
<p>&nbsp;</p>
<p>&nbsp;</p>
$[REWARD]
</body>
</html>",,,,taskdone 11550,,26,100,2,0,0,0,0,-1,,0,Enttask_t11551,0,task/task_t11551/task_t11551_01.html,,task/task_t11551/task_t11551_02.html,,task/task_t11551/task_t11551_04.html,,,"exp 2563
gold 185
credit 2 44",,,,,,,,,,,,,,,,,,,,玉淩雪域,44,1,1,"<html>
<head>
<meta http-equiv=""Content-Type"" content=""text/html; charset=gb2312""/>
</head>
<body>
<p><font color=""#00ff00"">[任务相关信息]</font></p>
<p>&nbsp;</p>
<p><font color=""#C8FFF1"">接受任务NPC：</font><a href=""client://clientmovetoscene4 scene03 80 367 scene01 123"">罗桑扎巴（玉淩雪域-930 409）</a></p>
<p>&nbsp;</p>
<p><font color=""#C8FFF1"">接受任务最低等级：26级</font></p>
<p>&nbsp;</p>
<p><font color=""#C8FFF1"">任务目标：去找</font><a href=""client://clientmovetoscene4 scene03 80 367 scene01 127"">阿巴拉曾（玉淩雪域-871 533）</a></p>
<p>&nbsp;</p>
<p>&nbsp;</p>
$[REWARD]
</body>
</html>","-18595,8185;","-17420,10660;",,"<font color=""#C8FFF1"">去找</font><a href=""client://clientmovetoscene4 scene03 80 367 scene01 127"">阿巴拉曾（玉淩雪域-871 533）</a>",
11552,1,0,0,0,0,0,杀狐泄愤,"<html>
<head>
<meta http-equiv=""Content-Type"" content=""text/html; charset=gb2312""/>
</head>
<body>
<p>&nbsp;</p>
<p><img src=""ui_texture/任务描述.tga"" width=""430"" height=""24"" source=""""/></p>
<p><a href=""client://clientmovetoscene4 scene03 80 367 scene01 127"">阿巴拉曾（玉淩雪域-871 533）</a><font color=""#C8FFF1"">听你讲完实情之后双眼充血，极力压制心中的怒火。他手下的士兵有的身经百战马革裹尸，有的初上战场毫无经验。但他们没有一个在战场上临阵脱逃，唯死战而已。但没想到他们死后尸首居然被妖狐炼制成傀儡，这让他如何不怒。他让你去沃雪原，将那些侮辱战死英灵的</font><a href=""client://clientmovetoscene1 scene03 80 367 scene01 -842 719"">灵妖狐（玉淩雪域-842 719）</a><font color=""#C8FFF1"">和</font><a href=""client://clientmovetoscene1 scene03 80 367 scene01 -882 735"">雪妖狐（玉淩雪域-882 735）</a><font color=""#C8FFF1"">杀死，以血此耻。</font></p>
<p>&nbsp;</p>
<p>&nbsp;</p>
$[GOAL]
<p>&nbsp;</p>
<p>&nbsp;</p>
$[REWARD]
</body>
</html>","<font color=""#C8FFF1"">击杀</font><a href=""client://clientmovetoscene1 scene03 80 367 scene01 -842 719"">灵妖狐（玉淩雪域-842 719）</a><font color=""#C8FFF1"">或</font><a href=""client://clientmovetoscene1 scene03 80 367 scene01 -882 735"">雪妖狐（玉淩雪域-882 735）</a>",,,taskdone 11551,killmonster 20 371 372 0 0,26,100,2,0,0,0,0,-1,,0,Enttask_t11552,0,task/task_t11552/task_t11552_01.html,,task/task_t11552/task_t11552_02.html,task/task_t11552/task_t11552_02.html,task/task_t11552/task_t11552_04.html,,,"exp 22428
gold 1626
credit 2 311",,,,,,,,,,,,,,,,,,,,玉淩雪域,44,1,1,"<html>
<head>
<meta http-equiv=""Content-Type"" content=""text/html; charset=gb2312""/>
</head>
<body>
<p><font color=""#00ff00"">[任务相关信息]</font></p>
<p>&nbsp;</p>
<p><font color=""#C8FFF1"">接受任务NPC：</font><a href=""client://clientmovetoscene4 scene03 80 367 scene01 127"">阿巴拉曾（玉淩雪域-871 533）</a></p>
<p>&nbsp;</p>
<p><font color=""#C8FFF1"">接受任务最低等级：26级</font></p>
<p>&nbsp;</p>
<p><font color=""#C8FFF1"">任务目标：击杀</font><a href=""client://clientmovetoscene1 scene03 80 367 scene01 -842 719"">灵妖狐（玉淩雪域-842 719）</a><font color=""#C8FFF1"">或</font><a href=""client://clientmovetoscene1 scene03 80 367 scene01 -882 735"">雪妖狐（玉淩雪域-882 735）</a></p>
<p>&nbsp;</p>
<p>&nbsp;</p>
$[REWARD]
</body>
</html>","-17420,10660;","-17420,10660;",,"<font color=""#C8FFF1"">去找</font><a href=""client://clientmovetoscene4 scene03 80 367 scene01 127"">阿巴拉曾（玉淩雪域-871 533）</a>",
11553,1,0,0,0,0,0,妖狐至宝,"<html>
<head>
<meta http-equiv=""Content-Type"" content=""text/html; charset=gb2312""/>
</head>
<body>
<p>&nbsp;</p>
<p><img src=""ui_texture/任务描述.tga"" width=""430"" height=""24"" source=""""/></p>
<p><font color=""#C8FFF1"">经过</font><a href=""client://clientmovetoscene4 scene03 80 367 scene01 123"">罗桑扎巴（玉淩雪域-930 409）</a><font color=""#C8FFF1"">诉说你才清楚灵妖狐丹的价值，原来灵妖狐全身灵气全部集中在妖丹当中，并且可被修道之人直接吸收提升修为，实在是可遇不可求之物。没想到沃雪原中居然会有那么多</font><a href=""client://clientmovetoscene1 scene03 80 367 scene01 -842 719"">灵妖狐（玉淩雪域-842 719）</a><font color=""#C8FFF1"">。罗桑扎巴让你帮他弄些灵狐妖丹回来以提升修为。</font></p>
<p>&nbsp;</p>
<p>&nbsp;</p>
$[GOAL]
<p>&nbsp;</p>
<p>&nbsp;</p>
$[REWARD]
</body>
</html>","<font color=""#C8FFF1"">击杀</font><a href=""client://clientmovetoscene1 scene03 80 367 scene01 -842 719"">灵妖狐（玉淩雪域-842 719）</a><font color=""#C8FFF1"">获得妖狐丹</font>",5088,10,taskdone 11550,item 5088 10,26,100,2,0,0,0,0,-1,,0,Enttask_t11553,0,task/task_t11553/task_t11553_01.html,,task/task_t11553/task_t11553_02.html,task/task_t11553/task_t11553_02.html,task/task_t11553/task_t11553_04.html,,,"exp 22428
gold 1626
credit 2 311",,,,,,,,,,,,,,,,,,,,玉淩雪域,44,1,1,"<html>
<head>
<meta http-equiv=""Content-Type"" content=""text/html; charset=gb2312""/>
</head>
<body>
<p><font color=""#00ff00"">[任务相关信息]</font></p>
<p>&nbsp;</p>
<p><font color=""#C8FFF1"">接受任务NPC：</font><a href=""client://clientmovetoscene4 scene03 80 367 scene01 123"">罗桑扎巴（玉淩雪域-930 409）</a></p>
<p>&nbsp;</p>
<p><font color=""#C8FFF1"">接受任务最低等级：26级</font></p>
<p>&nbsp;</p>
<p><font color=""#C8FFF1"">任务目标：击杀</font><a href=""client://clientmovetoscene1 scene03 80 367 scene01 -842 719"">灵妖狐（玉淩雪域-842 719）</a><font color=""#C8FFF1"">获得妖狐丹</font></p>
<p>&nbsp;</p>
<p>&nbsp;</p>
$[REWARD]
</body>
</html>","-18595,8185;","-18595,8185;",,"<font color=""#C8FFF1"">去找</font><a href=""client://clientmovetoscene4 scene03 80 367 scene01 123"">罗桑扎巴（玉淩雪域-930 409）</a>",
11554,1,0,0,0,0,0,妖丹成药,"<html>
<head>
<meta http-equiv=""Content-Type"" content=""text/html; charset=gb2312""/>
</head>
<body>
<p>&nbsp;</p>
<p><img src=""ui_texture/任务描述.tga"" width=""430"" height=""24"" source=""""/></p>
<p><a href=""client://clientmovetoscene4 scene03 80 367 scene01 123"">罗桑扎巴（玉淩雪域-930 409）</a><font color=""#C8FFF1"">倒不是忘恩负义之人，他从你带回来的那些灵狐妖丹当中拿出一颗，炼制了一瓶丹药，让你交给</font><a href=""client://clientmovetoscene4 scene03 80 367 scene01 127"">阿巴拉曾（玉淩雪域-871 533）</a><font color=""#C8FFF1"">，以偿阿巴拉曾照拂之恩。</font></p>
<p>&nbsp;</p>
<p>&nbsp;</p>
$[GOAL]
<p>&nbsp;</p>
<p>&nbsp;</p>
$[REWARD]
</body>
</html>","<font color=""#C8FFF1"">从</font><a href=""client://clientmovetoscene4 scene03 80 367 scene01 123"">罗桑扎巴（玉淩雪域-930 409）</a><font color=""#C8FFF1"">处获得灵妖丹</font>",5089,1,taskdone 11553,item 5089 1,26,100,2,0,0,0,0,-1,item 5089 1,0,Enttask_t11554,0,task/task_t11554/task_t11554_01.html,,task/task_t11554/task_t11554_02.html,task/task_t11554/task_t11554_03.html,task/task_t11554/task_t11554_04.html,,,"exp 2776
gold 201
credit 2 44",,,,,,,,,,,,,,,,,,,,玉淩雪域,44,1,1,"<html>
<head>
<meta http-equiv=""Content-Type"" content=""text/html; charset=gb2312""/>
</head>
<body>
<p><font color=""#00ff00"">[任务相关信息]</font></p>
<p>&nbsp;</p>
<p><font color=""#C8FFF1"">接受任务NPC：</font><a href=""client://clientmovetoscene4 scene03 80 367 scene01 123"">罗桑扎巴（玉淩雪域-930 409）</a></p>
<p>&nbsp;</p>
<p><font color=""#C8FFF1"">接受任务最低等级：26级</font></p>
<p>&nbsp;</p>
<p><font color=""#C8FFF1"">任务目标：将灵妖丹交给</font><a href=""client://clientmovetoscene4 scene03 80 367 scene01 127"">阿巴拉曾（玉淩雪域-871 533）</a></p>
<p>&nbsp;</p>
<p>&nbsp;</p>
$[REWARD]
</body>
</html>","-18595,8185;","-17420,10660;",,"<font color=""#C8FFF1"">去找</font><a href=""client://clientmovetoscene4 scene03 80 367 scene01 127"">阿巴拉曾（玉淩雪域-871 533）</a>",
11555,1,0,0,0,0,0,敷衍了事,"<html>
<head>
<meta http-equiv=""Content-Type"" content=""text/html; charset=gb2312""/>
</head>
<body>
<p>&nbsp;</p>
<p><img src=""ui_texture/任务描述.tga"" width=""430"" height=""24"" source=""""/></p>
<p><font color=""#C8FFF1"">原来罗桑扎巴送给阿巴拉曾丹药是有求于他，但</font><a href=""client://clientmovetoscene4 scene03 80 367 scene01 127"">阿巴拉曾（玉淩雪域-871 533）</a><font color=""#C8FFF1"">认为此时正值他们生死存亡时刻，为了罗桑扎巴一人之事不值得如此。他看你本领高强，便央你帮他敷衍一下</font><a href=""client://clientmovetoscene4 scene03 80 367 scene01 123"">罗桑扎巴（玉淩雪域-930 409）</a><font color=""#C8FFF1"">，如果事不可为，不必强求。</font></p>
<p>&nbsp;</p>
<p>&nbsp;</p>
$[GOAL]
<p>&nbsp;</p>
<p>&nbsp;</p>
$[REWARD]
</body>
</html>",,,,taskdone 11554,,26,100,2,0,0,0,0,-1,,0,Enttask_t11555,0,task/task_t11555/task_t11555_01.html,,task/task_t11555/task_t11555_02.html,,task/task_t11555/task_t11555_04.html,,,"exp 2563
gold 185
credit 2 44",,,,,,,,,,,,,,,,,,,,玉淩雪域,44,1,1,"<html>
<head>
<meta http-equiv=""Content-Type"" content=""text/html; charset=gb2312""/>
</head>
<body>
<p><font color=""#00ff00"">[任务相关信息]</font></p>
<p>&nbsp;</p>
<p><font color=""#C8FFF1"">接受任务NPC：</font><a href=""client://clientmovetoscene4 scene03 80 367 scene01 127"">阿巴拉曾（玉淩雪域-871 533）</a></p>
<p>&nbsp;</p>
<p><font color=""#C8FFF1"">接受任务最低等级：26级</font></p>
<p>&nbsp;</p>
<p><font color=""#C8FFF1"">任务目标：去找</font><a href=""client://clientmovetoscene4 scene03 80 367 scene01 123"">罗桑扎巴（玉淩雪域-930 409）</a></p>
<p>&nbsp;</p>
<p>&nbsp;</p>
$[REWARD]
</body>
</html>","-17420,10660;","-18595,8185;",,"<font color=""#C8FFF1"">去找</font><a href=""client://clientmovetoscene4 scene03 80 367 scene01 123"">罗桑扎巴（玉淩雪域-930 409）</a>",
11556,1,0,0,0,0,0,炼魂妖丹,"<html>
<head>
<meta http-equiv=""Content-Type"" content=""text/html; charset=gb2312""/>
</head>
<body>
<p>&nbsp;</p>
<p><img src=""ui_texture/任务描述.tga"" width=""430"" height=""24"" source=""""/></p>
<p><font color=""#C8FFF1"">原来</font><a href=""client://clientmovetoscene4 scene03 80 367 scene01 123"">罗桑扎巴（玉淩雪域-930 409）</a><font color=""#C8FFF1"">已经猜到沃雪原有</font><a href=""client://clientmovetoscene1 scene03 80 367 scene01 -840 742"">炼魂妖狐（玉淩雪域-840 742）</a><font color=""#C8FFF1"">出没，炼魂妖狐的妖丹可以炼制成一件强大的法器，他向阿巴拉曾借兵的目的也就在此。但阿巴拉曾只派了你一人前来，他也只有看你运气如何了。</font></p>
<p>&nbsp;</p>
<p>&nbsp;</p>
$[GOAL]
<p>&nbsp;</p>
<p>&nbsp;</p>
$[REWARD]
</body>
</html>","<font color=""#C8FFF1"">击杀</font><a href=""client://clientmovetoscene1 scene03 80 367 scene01 -840 742"">炼魂妖狐（玉淩雪域-840 742）</a><font color=""#C8FFF1"">，获得炼魂妖丹</font>",5090,1,taskdone 11555,item 5090 1,27,100,2,0,0,0,0,-1,,0,Enttask_t11556,0,task/task_t11556/task_t11556_01.html,,task/task_t11556/task_t11556_02.html,task/task_t11556/task_t11556_02.html,task/task_t11556/task_t11556_04.html,,,"exp 45030
gold 2963
credit 2 469",,,,,,,,,,,,,,,,,,,,玉淩雪域,44,1,1,"<html>
<head>
<meta http-equiv=""Content-Type"" content=""text/html; charset=gb2312""/>
</head>
<body>
<p><font color=""#00ff00"">[任务相关信息]</font></p>
<p>&nbsp;</p>
<p><font color=""#C8FFF1"">接受任务NPC：</font><a href=""client://clientmovetoscene4 scene03 80 367 scene01 123"">罗桑扎巴（玉淩雪域-930 409）</a></p>
<p>&nbsp;</p>
<p><font color=""#C8FFF1"">接受任务最低等级：27级</font></p>
<p>&nbsp;</p>
<p><font color=""#C8FFF1"">任务目标：击杀</font><a href=""client://clientmovetoscene1 scene03 80 367 scene01 -840 742"">炼魂妖狐（玉淩雪域-840 742）</a><font color=""#C8FFF1"">，获得炼魂妖丹</font></p>
<p>&nbsp;</p>
<p>&nbsp;</p>
$[REWARD]
</body>
</html>","-18595,8185;","-18595,8185;",,"<font color=""#C8FFF1"">去找</font><a href=""client://clientmovetoscene4 scene03 80 367 scene01 123"">罗桑扎巴（玉淩雪域-930 409）</a>",
11557,1,0,0,0,0,0,炼器燃石,"<html>
<head>
<meta http-equiv=""Content-Type"" content=""text/html; charset=gb2312""/>
</head>
<body>
<p>&nbsp;</p>
<p><img src=""ui_texture/任务描述.tga"" width=""430"" height=""24"" source=""""/></p>
<p><a href=""client://clientmovetoscene4 scene03 80 367 scene01 123"">罗桑扎巴（玉淩雪域-930 409）</a><font color=""#C8FFF1"">用炼魂妖狐的妖丹连着的法器十分特殊，因此不能以修仙之人的三昧真火炼制。他听说此地西北方的玄冰窟有</font><a href=""client://clientmovetoscene1 scene03 80 367 scene01 -1084 670"">顽石精（玉淩雪域-1084 670）</a><font color=""#C8FFF1"">出没，便让你取些顽石精魄回来用来炼制法器。</font></p>
<p>&nbsp;</p>
<p>&nbsp;</p>
$[GOAL]
<p>&nbsp;</p>
<p>&nbsp;</p>
$[REWARD]
</body>
</html>","<font color=""#C8FFF1"">击杀</font><a href=""client://clientmovetoscene1 scene03 80 367 scene01 -1084 670"">顽石精（玉淩雪域-1084 670）</a><font color=""#C8FFF1"">，收集顽石精魄</font>",19001,10,taskdone 11556,item 19001 10,27,100,2,0,0,0,0,-1,,0,Enttask_t11557,0,task/task_t11557/task_t11557_01.html,,task/task_t11557/task_t11557_02.html,task/task_t11557/task_t11557_02.html,task/task_t11557/task_t11557_04.html,,,"exp 23640
gold 1555
credit 2 328",,,,,,,,,,,,,,,,,,,,玉淩雪域,44,1,1,"<html>
<head>
<meta http-equiv=""Content-Type"" content=""text/html; charset=gb2312""/>
</head>
<body>
<p><font color=""#00ff00"">[任务相关信息]</font></p>
<p>&nbsp;</p>
<p><font color=""#C8FFF1"">接受任务NPC：</font><a href=""client://clientmovetoscene4 scene03 80 367 scene01 123"">罗桑扎巴（玉淩雪域-930 409）</a></p>
<p>&nbsp;</p>
<p><font color=""#C8FFF1"">接受任务最低等级：27级</font></p>
<p>&nbsp;</p>
<p><font color=""#C8FFF1"">任务目标：击杀</font><a href=""client://clientmovetoscene1 scene03 80 367 scene01 -1084 670"">顽石精（玉淩雪域-1084 670）</a><font color=""#C8FFF1"">，收集顽石精魄</font></p>
<p>&nbsp;</p>
<p>&nbsp;</p>
$[REWARD]
</body>
</html>","-18595,8185;","-18595,8185;",,"<font color=""#C8FFF1"">去找</font><a href=""client://clientmovetoscene4 scene03 80 367 scene01 123"">罗桑扎巴（玉淩雪域-930 409）</a>",
11558,1,0,0,0,0,0,碾压精魄,"<html>
<head>
<meta http-equiv=""Content-Type"" content=""text/html; charset=gb2312""/>
</head>
<body>
<p>&nbsp;</p>
<p><img src=""ui_texture/任务描述.tga"" width=""430"" height=""24"" source=""""/></p>
<p><font color=""#C8FFF1"">使用顽石精魄炼制法器必须先将这顽石精魄碾压成粉末，但使用法力强行碾压的话，会导致粉末中法力不均，炼制时火候不容易控制。</font><a href=""client://clientmovetoscene4 scene03 80 367 scene01 123"">罗桑扎巴（玉淩雪域-930 409）</a><font color=""#C8FFF1"">听说北川商会</font><a href=""client://clientmovetoscene4 scene03 80 367 scene01 119"">岑远行（玉淩雪域-860 602）</a><font color=""#C8FFF1"">那里有软石丹卖，便让你帮忙买些回来，用来软化这些顽石精魄，以方便碾压。</font></p>
<p>&nbsp;</p>
<p>&nbsp;</p>
$[GOAL]
<p>&nbsp;</p>
<p>&nbsp;</p>
$[REWARD]
</body>
</html>","<font color=""#C8FFF1"">从</font><a href=""client://clientmovetoscene4 scene03 80 367 scene01 119"">岑远行（玉淩雪域-860 602）</a><font color=""#C8FFF1"">处购买软石丹</font>",19002,10,taskdone 11557,item 19002 10,27,100,2,0,0,0,0,-1,,0,Enttask_t11558,0,task/task_t11558/task_t11558_01.html,,task/task_t11558/task_t11558_02.html,task/task_t11558/task_t11558_02.html,task/task_t11558/task_t11558_04.html,,,"exp 6304
gold 414
credit 2 93",,,,,,,,,,,,,,,,,,,,玉淩雪域,44,1,1,"<html>
<head>
<meta http-equiv=""Content-Type"" content=""text/html; charset=gb2312""/>
</head>
<body>
<p><font color=""#00ff00"">[任务相关信息]</font></p>
<p>&nbsp;</p>
<p><font color=""#C8FFF1"">接受任务NPC：</font><a href=""client://clientmovetoscene4 scene03 80 367 scene01 123"">罗桑扎巴（玉淩雪域-930 409）</a></p>
<p>&nbsp;</p>
<p><font color=""#C8FFF1"">接受任务最低等级：27级</font></p>
<p>&nbsp;</p>
<p><font color=""#C8FFF1"">任务目标：从</font><a href=""client://clientmovetoscene4 scene03 80 367 scene01 119"">岑远行（玉淩雪域-860 602）</a><font color=""#C8FFF1"">处购买软石丹</font></p>
<p>&nbsp;</p>
<p>&nbsp;</p>
$[REWARD]
</body>
</html>","-18595,8185;","-18595,8185;",,"<font color=""#C8FFF1"">去找</font><a href=""client://clientmovetoscene4 scene03 80 367 scene01 123"">罗桑扎巴（玉淩雪域-930 409）</a>",
11559,1,0,0,0,0,0,探听消息,"<html>
<head>
<meta http-equiv=""Content-Type"" content=""text/html; charset=gb2312""/>
</head>
<body>
<p>&nbsp;</p>
<p><img src=""ui_texture/任务描述.tga"" width=""430"" height=""24"" source=""""/></p>
<p><a href=""client://clientmovetoscene4 scene03 80 367 scene01 123"">罗桑扎巴（玉淩雪域-930 409）</a><font color=""#C8FFF1"">来此地的本意是传播佛教，但发羌一族中苯教势力根深蒂固，虽然有蛮王相助，但效果依然不好。这本来令他颇为沮丧，不过因为妖狐使他得到意想不到的收获，这也算是一种意外之喜。他听说妖狐的消息是从普布白玛那传出来的，便让你去找</font><a href=""client://clientmovetoscene4 scene03 80 367 scene01 126"">普布白玛（玉淩雪域-809 577）</a><font color=""#C8FFF1"">问问，其他地方是否还有妖狐出没。</font></p>
<p>&nbsp;</p>
<p>&nbsp;</p>
$[GOAL]
<p>&nbsp;</p>
<p>&nbsp;</p>
$[REWARD]
</body>
</html>",,,,taskdone 11556,,27,100,2,0,0,0,0,-1,,0,Enttask_t11559,0,task/task_t11559/task_t11559_01.html,,task/task_t11559/task_t11559_02.html,,task/task_t11559/task_t11559_04.html,,,"exp 5403
gold 355
credit 2 93",,,,,,,,,,,,,,,,,,,,玉淩雪域,44,1,1,"<html>
<head>
<meta http-equiv=""Content-Type"" content=""text/html; charset=gb2312""/>
</head>
<body>
<p><font color=""#00ff00"">[任务相关信息]</font></p>
<p>&nbsp;</p>
<p><font color=""#C8FFF1"">接受任务NPC：</font><a href=""client://clientmovetoscene4 scene03 80 367 scene01 123"">罗桑扎巴（玉淩雪域-930 409）</a></p>
<p>&nbsp;</p>
<p><font color=""#C8FFF1"">接受任务最低等级：27级</font></p>
<p>&nbsp;</p>
<p><font color=""#C8FFF1"">任务目标：去找</font><a href=""client://clientmovetoscene4 scene03 80 367 scene01 126"">普布白玛（玉淩雪域-809 577）</a></p>
<p>&nbsp;</p>
<p>&nbsp;</p>
$[REWARD]
</body>
</html>","-18595,8185;","-16170,11550;",,"<font color=""#C8FFF1"">去找</font><a href=""client://clientmovetoscene4 scene03 80 367 scene01 126"">普布白玛（玉淩雪域-809 577）</a>",
11560,1,0,0,0,0,0,机灵小神探,"<html>
<head>
<meta http-equiv=""Content-Type"" content=""text/html; charset=gb2312""/>
</head>
<body>
<p>&nbsp;</p>
<p><img src=""ui_texture/任务描述.tga"" width=""430"" height=""24"" source=""""/></p>
<p><a href=""client://clientmovetoscene4 scene03 80 367 scene01 126"">普布白玛（玉淩雪域-809 577）</a><font color=""#C8FFF1"">这里果然还有妖狐的消息，不过这次是从贡布拉姆那里听来的，据说玄冰窟中出现了能吸人魂魄的妖狐，但普布白玛也没亲自去过。既然已经得到消息，还是赶快告诉</font><a href=""client://clientmovetoscene4 scene03 80 367 scene01 123"">罗桑扎巴（玉淩雪域-930 409）</a><font color=""#C8FFF1"">吧。</font></p>
<p>&nbsp;</p>
<p>&nbsp;</p>
$[GOAL]
<p>&nbsp;</p>
<p>&nbsp;</p>
$[REWARD]
</body>
</html>",,,,taskdone 11559,,27,100,2,0,0,0,0,-1,,0,Enttask_t11560,0,task/task_t11560/task_t11560_01.html,,task/task_t11560/task_t11560_02.html,,task/task_t11560/task_t11560_04.html,,,"exp 5403
gold 355
credit 2 93",,,,,,,,,,,,,,,,,,,,玉淩雪域,44,1,1,"<html>
<head>
<meta http-equiv=""Content-Type"" content=""text/html; charset=gb2312""/>
</head>
<body>
<p><font color=""#00ff00"">[任务相关信息]</font></p>
<p>&nbsp;</p>
<p><font color=""#C8FFF1"">接受任务NPC：</font><a href=""client://clientmovetoscene4 scene03 80 367 scene01 126"">普布白玛（玉淩雪域-809 577）</a></p>
<p>&nbsp;</p>
<p><font color=""#C8FFF1"">接受任务最低等级：27级</font></p>
<p>&nbsp;</p>
<p><font color=""#C8FFF1"">任务目标：去找</font><a href=""client://clientmovetoscene4 scene03 80 367 scene01 123"">罗桑扎巴（玉淩雪域-930 409）</a></p>
<p>&nbsp;</p>
<p>&nbsp;</p>
$[REWARD]
</body>
</html>","-16170,11550;","-18595,8185;",,"<font color=""#C8FFF1"">去找</font><a href=""client://clientmovetoscene4 scene03 80 367 scene01 123"">罗桑扎巴（玉淩雪域-930 409）</a>",
