ID,名称,阶段,类型,子类型,神兽ID,分解ID,可锻造,可交易,可商店,可删除,可丢弃,可重叠摆放,是否任务道具,是否可存仓,不允许融合,移动坐标,点数,价值,仙誉,俗名,积分,军功,帮贡,门贡,命中,伤害,防御,闪躲,攻击速度,攻击距离,移动速度,必杀率,MaxHp,MaxMp,抗火,抗水,抗毒,法宝属性,神兽属性,升级百分比,等级需求,最大等级,选择等级,修为等级需求,力量需求,体质需求,敏捷需求,智力需求,精准需求,职业需求,阶段需求,Icon,路径动画,刀光,Model,UpdateModel,UpdateEffect,Sound,初始使用次数,最大使用次数,耐久上限,Hp增加,Hp百分比增加,Mp增加,Mp百分比增加,Enp增加,Enp百分比增加,Exp增加,打卡时间增加,使用限制,持续时间,对应Skin,特效文件,是否双手武器,技能ID,任务ID,套装ID,宝石合成,宝石合成成功率,宝石合成金钱,是否副本掉落,参数1,说明,备注
4384,凝元【初修者】,17,1,3,,,1,1,1,1,1,0,0,1,,,,1,,,,,,,11,13&24,,,1.1,50,,10,,,,,,,,,1,150,1,,,10,10,,,2,1,pic_w_hjh_01,,shuanghuandaoguang,w_hjh_f_01,1&w_hjh_f_01&w_hjh_m_01;1&w_hjh_f_01&w_hjh_m_01;1&w_hjh_f_01_01&w_hjh_m_01_01;1&w_hjh_f_01_01&w_hjh_m_01_01;1&w_hjh_f_01_02&w_hjh_m_01_02;1&w_hjh_f_01_02&w_hjh_m_01_02;1&w_hjh_f_01_02&w_hjh_m_01_02;1&w_hjh_f_01_03&w_hjh_m_01_03;1&w_hjh_f_01_03&w_hjh_m_01_03;1&w_hjh_f_01_03&w_hjh_m_01_03;1&w_hjh_f_01_04&w_hjh_m_01_04;,,Click_t1.wav,,,100,,,,,,,,,,,,,0,,,,,,,0,,"<P><FONT color=""#88aadd"">花间派初修者使用的凝元。</FONT></P>",
4385,裂甲【初修者】,18,1,1,,,1,1,1,1,1,0,0,1,,,,1,,,,,,,9,21&26,,,0.8,60,,10,,,,,,,,,1,150,1,,10,10,,,,1,1,pic_w_wtj_01,,,w_wtj_f_01,1&w_wtj_f_01&w_wtj_m_01;1&w_wtj_f_01&w_wtj_m_01;1&w_wtj_f_01_01&w_wtj_m_01_01;1&w_wtj_f_01_01&w_wtj_m_01_01;1&w_wtj_f_01_02&w_wtj_m_01_02;1&w_wtj_f_01_02&w_wtj_m_01_02;1&w_wtj_f_01_02&w_wtj_m_01_02;1&w_wtj_f_01_03&w_wtj_m_01_03;1&w_wtj_f_01_03&w_wtj_m_01_03;1&w_wtj_f_01_03&w_wtj_m_01_03;1&w_wtj_f_01_04&w_wtj_m_01_04;,,Click_t3.wav,,,100,,,,,,,,,,,,,0,,,,,,,0,,"<P><FONT color=""#88aadd"">五台宗派初修者使用的裂甲。</FONT></P>",
4386,石杵【初修者】,19,1,2,,,1,1,1,1,1,0,0,1,,,,1,,,,,,,11,18&22,,,0.8,50,,8,,,,,,,,,1,150,1,,10,10,,,,1,1,pic_w_wtc_01,,,w_wtc_m_01,1&w_wtc_f_01&w_wtc_m_01;1&w_wtc_f_01&w_wtc_m_01;1&w_wtc_f_01_01&w_wtc_m_01_01;1&w_wtc_f_01_01&w_wtc_m_01_01;1&w_wtc_f_01_02&w_wtc_m_01_02;1&w_wtc_f_01_02&w_wtc_m_01_02;1&w_wtc_f_01_02&w_wtc_m_01_02;1&w_wtc_f_01_03&w_wtc_m_01_03;1&w_wtc_f_01_03&w_wtc_m_01_03;1&w_wtc_f_01_03&w_wtc_m_01_03;1&w_wtc_f_01_04&w_wtc_m_01_04;,,Click_t3.wav,,,100,,,,,,,,,,,,,0,,,,,,,0,,"<P><FONT color=""#88aadd"">五台宗初修者使用的石杵。</FONT></P>",
4387,桃木杖【初修者】,20,1,7,,,1,1,1,1,1,0,0,1,,,,1,,,,,,,11,13&15,,,0.8,200,,6,,,,,,,,,1,150,1,,,10,,10,,3,1,pic_w_mjz_01,,,w_mjz_f_01,1&w_mjz_f_01&w_mjz_m_01;1&w_mjz_f_01&w_mjz_m_01;1&w_mjz_f_01_01&w_mjz_m_01_01;1&w_mjz_f_01_01&w_mjz_m_01_01;1&w_mjz_f_01_02&w_mjz_m_01_02;1&w_mjz_f_01_02&w_mjz_m_01_02;1&w_mjz_f_01_02&w_mjz_m_01_02;1&w_mjz_f_01_03&w_mjz_m_01_03;1&w_mjz_f_01_03&w_mjz_m_01_03;1&w_mjz_f_01_03&w_mjz_m_01_03;1&w_mjz_f_01_04&w_mjz_m_01_04;,,Click_m.wav,,,100,,,,,,,,,,,,,0,,,,,,,0,,"<P><FONT color=""#88aadd"">苗疆派初修者使用的桃木杖。</FONT></P>",
4388,定元珠【初修者】,21,1,8,,,1,1,1,1,1,0,0,1,,,,1,,,,,,,9,11&12,,,0.8,200,,6,,,,,,,,,1,150,1,,,10,,10,,3,1,pic_w_mjq_01,mj_q,,w_mjq_f_01,3&w_mjq_f_01&w_mjq_m_01;3&w_mjq_f_01&w_mjq_m_01;3&w_mjq_f_01_01&w_mjq_m_01_01;3&w_mjq_f_01_01&w_mjq_m_01_01;3&w_mjq_f_01_02&w_mjq_m_01_02;3&w_mjq_f_01_02&w_mjq_m_01_02;3&w_mjq_f_01_02&w_mjq_m_01_02;3&w_mjq_f_01_03&w_mjq_m_01_03;3&w_mjq_f_01_03&w_mjq_m_01_03;3&w_mjq_f_01_03&w_mjq_m_01_03;3&w_mjq_f_01_04&w_mjq_m_01_04;,,ui_gemmov.wav,,,100,,,,,,,,,,,,,0,,,,,,,0,,"<P><FONT color=""#88aadd"">苗疆派初修者使用的定元珠。</FONT></P>",
4389,青罡【初修者】,1,1,6,,,1,1,1,1,1,0,0,1,,,,1,,,,,,,20,27&30,,,0.8,200,,6,,,,,,,,,10,150,10,,,28,,46,,4,1,pic_w_ssj_02,ss_fj,eff_addhp,w_ssj_f_02,1&w_ssj_f_02&w_ssj_m_02;1&w_ssj_f_02&w_ssj_m_02;1&w_ssj_f_02_01&w_ssj_m_02_01;1&w_ssj_f_02_01&w_ssj_m_02_01;1&w_ssj_f_02_02&w_ssj_m_02_02;1&w_ssj_f_02_02&w_ssj_m_02_02;1&w_ssj_f_02_02&w_ssj_m_02_02;1&w_ssj_f_02_03&w_ssj_m_02_03;1&w_ssj_f_02_03&w_ssj_m_02_03;1&w_ssj_f_02_03&w_ssj_m_02_03;1&w_ssj_f_02_04&w_ssj_m_02_04;,,Click_t2.wav,,,100,,,,,,,,,,,,,0,,,,,,,0,,"<P><FONT color=""#88aadd"">蜀山派初修者使用的青罡。</FONT></P>",
4390,新月轮【初修者】,1,1,5,,,1,1,1,1,1,0,0,1,,,,1,,,,,,,17,33&36,,,0.65,200,,6,,,,,,,,,10,150,10,,,28,,46,,4,1,pic_w_ssl_02,ss_fl,fldaoguang,w_ssl_f_02,1&w_ssl_f_02&w_ssl_m_02;1&w_ssl_f_02&w_ssl_m_02;1&w_ssl_f_02_01&w_ssl_m_02_01;1&w_ssl_f_02_01&w_ssl_m_02_01;1&w_ssl_f_02_02&w_ssl_m_02_02;1&w_ssl_f_02_02&w_ssl_m_02_02;1&w_ssl_f_02_02&w_ssl_m_02_02;1&w_ssl_f_02_03&w_ssl_m_02_03;1&w_ssl_f_02_03&w_ssl_m_02_03;1&w_ssl_f_02_03&w_ssl_m_02_03;1&w_ssl_f_02_04&w_ssl_m_02_04;,,Click_t1.wav,,,100,,,,,,,,,,,,,0,,,,,,,0,,"<P><FONT color=""#88aadd"">蜀山派初修者使用的新月轮。</FONT></P>",
4391,迎风【初修者】,3,1,4,,,1,1,1,1,1,0,0,1,,,,1,,,,,,,17,24&45,,,0.8,120,,8,,,,,,,,,10,150,10,,,28,46,,,2,1,pic_w_hjl_02,hj_l,ctx_ling01,w_hjl_f_02,1&w_hjl_f_02&w_hjl_m_02;1&w_hjl_f_02&w_hjl_m_02;1&w_hjl_f_02_01&w_hjl_m_02_01;1&w_hjl_f_02_01&w_hjl_m_02_01;1&w_hjl_f_02_02&w_hjl_m_02_02;1&w_hjl_f_02_02&w_hjl_m_02_02;1&w_hjl_f_02_02&w_hjl_m_02_02;1&w_hjl_f_02_03&w_hjl_m_02_03;1&w_hjl_f_02_03&w_hjl_m_02_03;1&w_hjl_f_02_03&w_hjl_m_02_03;1&w_hjl_f_02_04&w_hjl_m_02_04;,,Click_bj.wav,,,100,,,,,,,,,,,,,0,,,,,,,0,,"<P><FONT color=""#88aadd"">花间派初修者使用的迎风。</FONT></P>",
4392,两仪【初修者】,3,1,3,,,1,1,1,1,1,0,0,1,,,,1,,,,,,,20,18&34,,,1.1,50,,10,,,,,,,,,10,150,10,,,28,46,,,2,1,pic_w_hjh_02,,shuanghuandaoguang,w_hjh_f_02,1&w_hjh_f_02&w_hjh_m_02;1&w_hjh_f_02&w_hjh_m_02;1&w_hjh_f_02_01&w_hjh_m_02_01;1&w_hjh_f_02_01&w_hjh_m_02_01;1&w_hjh_f_02_02&w_hjh_m_02_02;1&w_hjh_f_02_02&w_hjh_m_02_02;1&w_hjh_f_02_02&w_hjh_m_02_02;1&w_hjh_f_02_03&w_hjh_m_02_03;1&w_hjh_f_02_03&w_hjh_m_02_03;1&w_hjh_f_02_03&w_hjh_m_02_03;1&w_hjh_f_02_04&w_hjh_m_02_04;,,Click_t1.wav,,,100,,,,,,,,,,,,,0,,,,,,,0,,"<P><FONT color=""#88aadd"">花间派初修者使用的两仪。</FONT></P>",
4393,龙吟【初修者】,5,1,1,,,1,1,1,1,1,0,0,1,,,,1,,,,,,,17,31&38,,,0.8,60,,10,,,,,,,,,10,150,10,,46,28,,,,1,1,pic_w_wtj_02,,,w_wtj_f_02,1&w_wtj_f_02&w_wtj_m_02;1&w_wtj_f_02&w_wtj_m_02;1&w_wtj_f_02_01&w_wtj_m_02_01;1&w_wtj_f_02_01&w_wtj_m_02_01;1&w_wtj_f_02_02&w_wtj_m_02_02;1&w_wtj_f_02_02&w_wtj_m_02_02;1&w_wtj_f_02_02&w_wtj_m_02_02;1&w_wtj_f_02_03&w_wtj_m_02_03;1&w_wtj_f_02_03&w_wtj_m_02_03;1&w_wtj_f_02_03&w_wtj_m_02_03;1&w_wtj_f_02_04&w_wtj_m_02_04;,,Click_t3.wav,,,100,,,,,,,,,,,,,0,,,,,,,0,,"<P><FONT color=""#88aadd"">五台宗派初修者使用的龙吟。</FONT></P>",
4394,力擎【初修者】,5,1,2,,,1,1,1,1,1,0,0,1,,,,1,,,,,,,20,26&31,,,0.8,50,,8,,,,,,,,,10,150,10,,37,37,,,,1,1,pic_w_wtc_02,,,w_wtc_f_02,1&w_wtc_f_02&w_wtc_m_02;1&w_wtc_f_02&w_wtc_m_02;1&w_wtc_f_02_01&w_wtc_m_02_01;1&w_wtc_f_02_01&w_wtc_m_02_01;1&w_wtc_f_02_02&w_wtc_m_02_02;1&w_wtc_f_02_02&w_wtc_m_02_02;1&w_wtc_f_02_02&w_wtc_m_02_02;1&w_wtc_f_02_03&w_wtc_m_02_03;1&w_wtc_f_02_03&w_wtc_m_02_03;1&w_wtc_f_02_03&w_wtc_m_02_03;1&w_wtc_f_02_04&w_wtc_m_02_04;,,Click_t3.wav,,,100,,,,,,,,,,,,,0,,,,,,,0,,"<P><FONT color=""#88aadd"">五台宗初修者使用的力擎。</FONT></P>",
4395,青龙木杖【初修者】,7,1,7,,,1,1,1,1,1,0,0,1,,,,1,,,,,,,20,19&21,,,0.8,200,,6,,,,,,,,,10,150,10,,,28,,46,,3,1,pic_w_mjz_02,,,w_mjz_f_02,1&w_mjz_f_02&w_mjz_m_02;1&w_mjz_f_02&w_mjz_m_02;1&w_mjz_f_02_01&w_mjz_m_02_01;1&w_mjz_f_02_01&w_mjz_m_02_01;1&w_mjz_f_02_02&w_mjz_m_02_02;1&w_mjz_f_02_02&w_mjz_m_02_02;1&w_mjz_f_02_02&w_mjz_m_02_02;1&w_mjz_f_02_03&w_mjz_m_02_03;1&w_mjz_f_02_03&w_mjz_m_02_03;1&w_mjz_f_02_03&w_mjz_m_02_03;1&w_mjz_f_02_04&w_mjz_m_02_04;,,Click_m.wav,,,100,,,,,,,,,,,,,0,,,,,,,0,,"<P><FONT color=""#88aadd"">苗疆派初修者使用的青龙木杖。</FONT></P>",
4396,安神珠【初修者】,7,1,8,,,1,1,1,1,1,0,0,1,,,,1,,,,,,,17,16&18,,,0.8,200,,6,,,,,,,,,10,150,10,,,37,,37,,3,1,pic_w_mjq_02,mj_q,,w_mjq_f_02,3&w_mjq_f_02&w_mjq_m_02;3&w_mjq_f_02&w_mjq_m_02;3&w_mjq_f_02_01&w_mjq_m_02_01;3&w_mjq_f_02_01&w_mjq_m_02_01;3&w_mjq_f_02_02&w_mjq_m_02_02;3&w_mjq_f_02_02&w_mjq_m_02_02;3&w_mjq_f_02_02&w_mjq_m_02_02;3&w_mjq_f_02_03&w_mjq_m_02_03;3&w_mjq_f_02_03&w_mjq_m_02_03;3&w_mjq_f_02_03&w_mjq_m_02_03;3&w_mjq_f_02_04&w_mjq_m_02_04;,,ui_gemmov.wav,,,100,,,,,,,,,,,,,0,,,,,,,0,,"<P><FONT color=""#88aadd"">苗疆派初修者使用的安神珠。</FONT></P>",
4397,指环【初修者】,10,3,2,,,1,1,1,1,1,0,0,1,,,,1,,,,,,,,,,,,,,,18,24,,,,,,,5,150,5,,,,,,,,1,pic_sp_jz_01,,,,,,Click_zh.wav,,,100,,,,,,,,,,,,,,,,,,,,0,,"<P><FONT color=""#88aadd"">初修者时常佩带的戒指。</FONT></P>",
4398,项链【初修者】,11,3,1,,,1,1,1,1,1,0,0,1,,,,1,,,,,,,,,,,,,,,,,20,20,20,,,,8,150,8,,,,,,,,1,pic_sp_xl_01,,,,,,Click_xl.wav,,,100,,,,,,,,,,,,,,,,,,,,0,,"<P><FONT color=""#88aadd"">初修者时常佩带的项链。</FONT></P>",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4401,仙品桃木飞剑,1,1,6,,1,1,1,1,1,1,0,0,1,,,,10,,,,,,,31,37&40,,,0.8,200,,6,,,,,,,,,5,150,5,,,18,,26,,4,1,pic_w_ssj_01,ss_fj,djdaoguang,w_ssj_f_01,1&w_ssj_f_01&w_ssj_m_01;1&w_ssj_f_01&w_ssj_m_01;1&w_ssj_f_01_01&w_ssj_m_01_01;1&w_ssj_f_01_01&w_ssj_m_01_01;1&w_ssj_f_01_02&w_ssj_m_01_02;1&w_ssj_f_01_02&w_ssj_m_01_02;1&w_ssj_f_01_02&w_ssj_m_01_02;1&w_ssj_f_01_03&w_ssj_m_01_03;1&w_ssj_f_01_03&w_ssj_m_01_03;1&w_ssj_f_01_03&w_ssj_m_01_03;1&w_ssj_f_01_04&w_ssj_m_01_04;,,Click_m.wav,,,100,,,,,,,,,,,,,0,,,,,,,0,,"<P><FONT color=""#88aadd"">有镇宅辟邪之神功的桃木剑，桃木剑为道士做法常用之物，妖兽皆惧。</FONT></P>",
4402,冰星修行长袍,9,2,3,,16,1,1,1,1,1,0,0,1,,,,5,,,,,,,,,79,40,,,,,,,,,,,,,5,150,5,,,18,,18,,4,1,pic_a_ss_clo_01,,,a_ss_f_clo_01,a_ss_f_clo_01&a_ss_m_clo_01;a_ss_f_clo_01&a_ss_m_clo_01;a_ss_f_clo_01_01&a_ss_m_clo_01_01;a_ss_f_clo_01_01&a_ss_m_clo_01_01;a_ss_f_clo_01_02&a_ss_m_clo_01_02;a_ss_f_clo_01_02&a_ss_m_clo_01_02;a_ss_f_clo_01_02&a_ss_m_clo_01_02;a_ss_f_clo_01_03&a_ss_m_clo_01_03;a_ss_f_clo_01_03&a_ss_m_clo_01_03;a_ss_f_clo_01_03&a_ss_m_clo_01_03;a_ss_f_clo_01_04&a_ss_m_clo_01_04;,,Click_bj.wav,,,100,,,,,,,,,,,a_ss_f_clo_01,,,,,1,,,,0,,"<P><FONT color=""#00ff00"">冰星修行长袍</FONT></P><P><FONT color=""#EE7AE9"">冰星修行护手</FONT></P><P><FONT color=""#EE7AE9"">冰星修行腰带</FONT></P><P><FONT color=""#EE7AE9"">冰星修行绑腿</FONT></P><P><FONT color=""#88aadd"">修真入门人士穿着的很舒适的道袍。</FONT></P>",
4403,冰星修行护手,9,2,1,,31,1,1,1,1,1,0,0,1,,,,5,,,,,,,29,,47,,,,,,,,,,,,,,5,150,5,,,18,,18,,4,1,pic_a_ss_glo_01,,,a_ss_f_glo_01,a_ss_f_glo_01&a_ss_m_glo_01;a_ss_f_glo_01&a_ss_m_glo_01;a_ss_f_glo_01_01&a_ss_m_glo_01_01;a_ss_f_glo_01_01&a_ss_m_glo_01_01;a_ss_f_glo_01_02&a_ss_m_glo_01_02;a_ss_f_glo_01_02&a_ss_m_glo_01_02;a_ss_f_glo_01_02&a_ss_m_glo_01_02;a_ss_f_glo_01_03&a_ss_m_glo_01_03;a_ss_f_glo_01_03&a_ss_m_glo_01_03;a_ss_f_glo_01_03&a_ss_m_glo_01_03;a_ss_f_glo_01_04&a_ss_m_glo_01_04;,,Click_bj.wav,,,100,,,,,,,,,,,a_ss_f_glo_01,,,,,1,,,,0,,"<P><FONT color=""#EE7AE9"">冰星修行长袍</FONT></P><P><FONT color=""#00ff00"">冰星修行护手</FONT></P><P><FONT color=""#EE7AE9"">冰星修行腰带</FONT></P><P><FONT color=""#EE7AE9"">冰星修行绑腿</FONT></P><P><FONT color=""#88aadd"">修真入门人士穿戴的很舒适的护手。</FONT></P>",
4404,冰星修行腰带,9,2,4,,31,1,1,1,1,1,0,0,1,,,,5,,,,,,,,,7,,,,,,,,,,,,,,5,150,5,,,18,,18,,4,1,pic_a_ss_wai_01,,,a_ss_f_wai_01,a_ss_f_wai_01&a_ss_m_wai_01;a_ss_f_wai_01&a_ss_m_wai_01;a_ss_f_wai_01_01&a_ss_m_wai_01_01;a_ss_f_wai_01_01&a_ss_m_wai_01_01;a_ss_f_wai_01_02&a_ss_m_wai_01_02;a_ss_f_wai_01_02&a_ss_m_wai_01_02;a_ss_f_wai_01_02&a_ss_m_wai_01_02;a_ss_f_wai_01_03&a_ss_m_wai_01_03;a_ss_f_wai_01_03&a_ss_m_wai_01_03;a_ss_f_wai_01_03&a_ss_m_wai_01_03;a_ss_f_wai_01_04&a_ss_m_wai_01_04;,,Click_bj.wav,,,100,,,,,,,,,,,a_ss_f_wai_01,,,,,1,,,,0,,"<P><FONT color=""#EE7AE9"">冰星修行长袍</FONT></P><P><FONT color=""#EE7AE9"">冰星修行护手</FONT></P><P><FONT color=""#00ff00"">冰星修行腰带</FONT></P><P><FONT color=""#EE7AE9"">冰星修行绑腿</FONT></P><P><FONT color=""#88aadd"">修真入门人士佩戴的很舒适的腰带。</FONT></P>",
4405,冰星修行绑腿,9,2,2,,31,1,1,1,1,1,0,0,1,,,,5,,,,,,,,,23,17,,,,,,,,,,,,,5,150,5,,,18,,18,,4,1,pic_a_ss_sho_01,,,a_ss_f_sho_01,a_ss_f_sho_01&a_ss_m_sho_01;a_ss_f_sho_01&a_ss_m_sho_01;a_ss_f_sho_01_01&a_ss_m_sho_01_01;a_ss_f_sho_01_01&a_ss_m_sho_01_01;a_ss_f_sho_01_02&a_ss_m_sho_01_02;a_ss_f_sho_01_02&a_ss_m_sho_01_02;a_ss_f_sho_01_02&a_ss_m_sho_01_02;a_ss_f_sho_01_03&a_ss_m_sho_01_03;a_ss_f_sho_01_03&a_ss_m_sho_01_03;a_ss_f_sho_01_03&a_ss_m_sho_01_03;a_ss_f_sho_01_04&a_ss_m_sho_01_04;,,Click_bj.wav,,,100,,,,,,,,,,,a_ss_f_sho_01,,,,,1,,,,0,,"<P><FONT color=""#EE7AE9"">冰星修行长袍</FONT></P><P><FONT color=""#EE7AE9"">冰星修行护手</FONT></P><P><FONT color=""#EE7AE9"">冰星修行腰带</FONT></P><P><FONT color=""#00ff00"">冰星修行绑腿</FONT></P><P><FONT color=""#88aadd"">修真入门人士穿戴的很舒适的绑腿。</FONT></P>",
4406,仙品护身轮,1,1,5,,1,1,1,1,1,1,0,0,1,,,,10,,,,,,,26,44&49,,,0.6,200,,6,,,,,,,,,5,150,5,,,18,,26,,4,1,pic_w_ssl_01,ss_fl,fldaoguang,w_ssl_f_01,1&w_ssl_f_01&w_ssl_m_01;1&w_ssl_f_01&w_ssl_m_01;1&w_ssl_f_01_01&w_ssl_m_01_01;1&w_ssl_f_01_01&w_ssl_m_01_01;1&w_ssl_f_01_02&w_ssl_m_01_02;1&w_ssl_f_01_02&w_ssl_m_01_02;1&w_ssl_f_01_02&w_ssl_m_01_02;1&w_ssl_f_01_03&w_ssl_m_01_03;1&w_ssl_f_01_03&w_ssl_m_01_03;1&w_ssl_f_01_03&w_ssl_m_01_03;1&w_ssl_f_01_04&w_ssl_m_01_04;,,Click_t1.wav,,,100,,,,,,,,,,,,,0,,,,,,,0,,"<P><FONT color=""#88aadd"">此法轮平淡无奇，但却是绝大多数修真之人的护身法宝。平时纳于怀中，关键时刻才会显示出其内敛的威力。</FONT></P>",
4407,火莲修行长袍,9,2,3,,16,1,1,1,1,1,0,0,1,,,,5,,,,,,,,,79,40,,,,,,,,,,,,,5,150,5,,,18,,18,,4,1,pic_a_ss_clo_01,,,a_ss_f_clo_01,a_ss_f_clo_01&a_ss_m_clo_01;a_ss_f_clo_01&a_ss_m_clo_01;a_ss_f_clo_01_01&a_ss_m_clo_01_01;a_ss_f_clo_01_01&a_ss_m_clo_01_01;a_ss_f_clo_01_02&a_ss_m_clo_01_02;a_ss_f_clo_01_02&a_ss_m_clo_01_02;a_ss_f_clo_01_02&a_ss_m_clo_01_02;a_ss_f_clo_01_03&a_ss_m_clo_01_03;a_ss_f_clo_01_03&a_ss_m_clo_01_03;a_ss_f_clo_01_03&a_ss_m_clo_01_03;a_ss_f_clo_01_04&a_ss_m_clo_01_04;,,Click_bj.wav,,,100,,,,,,,,,,,a_ss_f_clo_01,,,,,2,,,,0,,"<P><FONT color=""#00ff00"">火莲修行长袍</FONT></P><P><FONT color=""#EE7AE9"">火莲修行护手</FONT></P><P><FONT color=""#EE7AE9"">火莲修行腰带</FONT></P><P><FONT color=""#EE7AE9"">火莲修行绑腿</FONT></P><P><FONT color=""#88aadd"">修真入门人士穿着的很舒适的道袍。</FONT></P>",
4408,火莲修行护手,9,2,1,,31,1,1,1,1,1,0,0,1,,,,5,,,,,,,29,,47,,,,,,,,,,,,,,5,150,5,,,18,,18,,4,1,pic_a_ss_glo_01,,,a_ss_f_glo_01,a_ss_f_glo_01&a_ss_m_glo_01;a_ss_f_glo_01&a_ss_m_glo_01;a_ss_f_glo_01_01&a_ss_m_glo_01_01;a_ss_f_glo_01_01&a_ss_m_glo_01_01;a_ss_f_glo_01_02&a_ss_m_glo_01_02;a_ss_f_glo_01_02&a_ss_m_glo_01_02;a_ss_f_glo_01_02&a_ss_m_glo_01_02;a_ss_f_glo_01_03&a_ss_m_glo_01_03;a_ss_f_glo_01_03&a_ss_m_glo_01_03;a_ss_f_glo_01_03&a_ss_m_glo_01_03;a_ss_f_glo_01_04&a_ss_m_glo_01_04;,,Click_bj.wav,,,100,,,,,,,,,,,a_ss_f_glo_01,,,,,2,,,,0,,"<P><FONT color=""#EE7AE9"">火莲修行长袍</FONT></P><P><FONT color=""#00ff00"">火莲修行护手</FONT></P><P><FONT color=""#EE7AE9"">火莲修行腰带</FONT></P><P><FONT color=""#EE7AE9"">火莲修行绑腿</FONT></P><P><FONT color=""#88aadd"">修真入门人士穿戴的很舒适的护手。</FONT></P>",
4409,火莲修行腰带,9,2,4,,31,1,1,1,1,1,0,0,1,,,,5,,,,,,,,,7,,,,,,,,,,,,,,5,150,5,,,18,,18,,4,1,pic_a_ss_wai_01,,,a_ss_f_wai_01,a_ss_f_wai_01&a_ss_m_wai_01;a_ss_f_wai_01&a_ss_m_wai_01;a_ss_f_wai_01_01&a_ss_m_wai_01_01;a_ss_f_wai_01_01&a_ss_m_wai_01_01;a_ss_f_wai_01_02&a_ss_m_wai_01_02;a_ss_f_wai_01_02&a_ss_m_wai_01_02;a_ss_f_wai_01_02&a_ss_m_wai_01_02;a_ss_f_wai_01_03&a_ss_m_wai_01_03;a_ss_f_wai_01_03&a_ss_m_wai_01_03;a_ss_f_wai_01_03&a_ss_m_wai_01_03;a_ss_f_wai_01_04&a_ss_m_wai_01_04;,,Click_bj.wav,,,100,,,,,,,,,,,a_ss_f_wai_01,,,,,2,,,,0,,"<P><FONT color=""#EE7AE9"">火莲修行长袍</FONT></P><P><FONT color=""#EE7AE9"">火莲修行护手</FONT></P><P><FONT color=""#00ff00"">火莲修行腰带</FONT></P><P><FONT color=""#EE7AE9"">火莲修行绑腿</FONT></P><P><FONT color=""#88aadd"">修真入门人士佩戴的很舒适的腰带。</FONT></P>",
4410,火莲修行绑腿,9,2,2,,31,1,1,1,1,1,0,0,1,,,,5,,,,,,,,,23,17,,,,,,,,,,,,,5,150,5,,,18,,18,,4,1,pic_a_ss_sho_01,,,a_ss_f_sho_01,a_ss_f_sho_01&a_ss_m_sho_01;a_ss_f_sho_01&a_ss_m_sho_01;a_ss_f_sho_01_01&a_ss_m_sho_01_01;a_ss_f_sho_01_01&a_ss_m_sho_01_01;a_ss_f_sho_01_02&a_ss_m_sho_01_02;a_ss_f_sho_01_02&a_ss_m_sho_01_02;a_ss_f_sho_01_02&a_ss_m_sho_01_02;a_ss_f_sho_01_03&a_ss_m_sho_01_03;a_ss_f_sho_01_03&a_ss_m_sho_01_03;a_ss_f_sho_01_03&a_ss_m_sho_01_03;a_ss_f_sho_01_04&a_ss_m_sho_01_04;,,Click_bj.wav,,,100,,,,,,,,,,,a_ss_f_sho_01,,,,,2,,,,0,,"<P><FONT color=""#EE7AE9"">火莲修行长袍</FONT></P><P><FONT color=""#EE7AE9"">火莲修行护手</FONT></P><P><FONT color=""#EE7AE9"">火莲修行腰带</FONT></P><P><FONT color=""#00ff00"">火莲修行绑腿</FONT></P><P><FONT color=""#88aadd"">修真入门人士穿戴的很舒适的绑腿。</FONT></P>",
4411,仙品蚕丝,3,1,4,,1,1,1,1,1,1,0,0,1,,,,10,,,,,,,26,32&60,,,0.8,120,,8,,,,,,,,,5,150,5,,,18,26,, ,2,1,pic_w_hjl_01,hj_l,ctx_ling01,w_hjl_f_01,1&w_hjl_f_01&w_hjl_m_01;1&w_hjl_f_01&w_hjl_m_01;1&w_hjl_f_01_01&w_hjl_m_01_01;1&w_hjl_f_01_01&w_hjl_m_01_01;1&w_hjl_f_01_02&w_hjl_m_01_02;1&w_hjl_f_01_02&w_hjl_m_01_02;1&w_hjl_f_01_02&w_hjl_m_01_02;1&w_hjl_f_01_03&w_hjl_m_01_03;1&w_hjl_f_01_03&w_hjl_m_01_03;1&w_hjl_f_01_03&w_hjl_m_01_03;1&w_hjl_f_01_04&w_hjl_m_01_04;,,Click_bj.wav,,,100,,,,,,,,,,,,,0,,,,,,,0,,"<P><FONT color=""#88aadd"">轻盈洁白的蚕丝，每一缕都是蚕儿的完美之作，用其纺织成绫，曼妙无比。</FONT></P>",
