ID,备注,有效,说明,阶段,道具类型,品质,附加价格,力量强度,体质强度,精准强度,敏捷强度,智力强度,必杀,攻击速度,攻击距离,伤害,防御,命中,闪躲,水攻,火攻,毒攻,水防,火防,毒防,hp,mp,爆击率,爆击伤害,力量,敏捷,体质,精准,智力,吸血,吸魔,比率吸魔,移动速度,伤害吸收,杀怪经验获得率,杀怪金钱获得率,抗必杀,抗暴击,抗晕击,格挡,治疗效果,治疗加成,装备后技能,击中后客体释放效果,客体发生率,击中后主体释放效果,主体发生率,技能1,技能2,备注
1066,,1,,5,1,11,0.8,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1067,,1,,5,1,11,0.8,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1068,,1,,5,1,11,0.8,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1069,,1,,5,1,11,0.8,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1070,,1,,5,1,11,0.8,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1071,,1,,5,1,11,0.8,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1072,,1,,5,1,11,0.8,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1073,,1,,5,1,11,0.8,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1074,,1,,5,1,11,0.8,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1075,,1,,5,1,11,0.8,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1076,,1,,5,1,11,0.8,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1077,,1,,5,1,11,0.8,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078,,1,,5,1,11,0.8,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1079,,1,,5,1,11,0.8,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1080,,1,,5,1,11,0.8,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1081,,1,,5,1,11,0.8,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1082,,1,,5,1,11,0.8,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1083,,1,,5,1,11,0.8,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1084,,1,,5,1,11,0.8,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1085,,1,,5,1,11,0.8,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1086,,1,,5,1,11,0.8,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1087,,1,,5,1,20,1,1.2,,,,,8,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,
1088,,1,,5,1,20,1,,1.2,,,,8,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,
1089,,1,,5,1,20,1,,,1.2,,,8,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,
1090,,1,,5,1,20,1,,,,1.2,,8,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,
1091,,1,,5,1,20,1,,,,,1.2,8,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,
1092,,1,,5,1,20,1,1.2,,,,,,,,20,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,
1093,,1,,5,1,20,1,,1.2,,,,,,,20,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,
1094,,1,,5,1,20,1,,,1.2,,,,,,20,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,
1095,,1,,5,1,20,1,,,,1.2,,,,,20,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,
1096,,1,,5,1,20,1,,,,,1.2,,,,20,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,
1097,,1,,5,1,20,1,1.2,,,,,,,,,,,,,,,,,,,,5,,,,,,,,2,,,,,,,,,,,,,,,,,,,
1098,,1,,5,1,20,1,,1.2,,,,,,,,,,,,,,,,,,,5,,,,,,,,2,,,,,,,,,,,,,,,,,,,
1099,,1,,5,1,20,1,,,1.2,,,,,,,,,,,,,,,,,,5,,,,,,,,2,,,,,,,,,,,,,,,,,,,
1100,,1,,5,1,20,1,,,,1.2,,,,,,,,,,,,,,,,,5,,,,,,,,2,,,,,,,,,,,,,,,,,,,
1101,,1,,5,1,20,1,,,,,1.2,,,,,,,,,,,,,,,,5,,,,,,,,2,,,,,,,,,,,,,,,,,,,
1102,,1,,5,1,20,1,1.2,,,,,8,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,
1103,,1,,5,1,20,1,,1.2,,,,8,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,
1104,,1,,5,1,20,1,,,1.2,,,8,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,
1105,,1,,5,1,20,1,,,,1.2,,8,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,
1106,,1,,5,1,20,1,,,,,1.2,8,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,
1107,,1,,5,1,20,1,1.2,,,,,8,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1108,,1,,5,1,20,1,,1.2,,,,8,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1109,,1,,5,1,20,1,,,1.2,,,8,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1110,,1,,5,1,20,1,,,,1.2,,8,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1111,,1,,5,1,20,1,,,,,1.2,8,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112,,1,,5,1,20,1,1.2,,,,,8,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
1113,,1,,5,1,20,1,,1.2,,,,8,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
1114,,1,,5,1,20,1,,,1.2,,,8,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
1115,,1,,5,1,20,1,,,,1.2,,8,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
1116,,1,,5,1,20,1,,,,,1.2,8,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
1117,,1,,5,1,20,1,1.2,,,,,,,,20,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
1118,,1,,5,1,20,1,,1.2,,,,,,,20,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
1119,,1,,5,1,20,1,,,1.2,,,,,,20,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
1120,,1,,5,1,20,1,,,,1.2,,,,,20,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
1121,,1,,5,1,20,1,,,,,1.2,,,,20,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
1122,,1,,5,1,21,1,1.2,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1123,,1,,5,1,21,1,,1.2,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1124,,1,,5,1,21,1,,,1.2,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1125,,1,,5,1,21,1,,,,1.2,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1126,,1,,5,1,21,1,,,,,1.2,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1127,,1,,5,1,21,1,1.2,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1128,,1,,5,1,21,1,,1.2,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1129,,1,,5,1,21,1,,,1.2,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1130,,1,,5,1,21,1,,,,1.2,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1131,,1,,5,1,21,1,,,,,1.2,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1132,,1,,5,1,21,1,1.2,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1133,,1,,5,1,21,1,,1.2,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1134,,1,,5,1,21,1,,,1.2,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1135,,1,,5,1,21,1,,,,1.2,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1136,,1,,5,1,21,1,,,,,1.2,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1137,,1,,5,1,21,1,1.2,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1138,,1,,5,1,21,1,,1.2,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1139,,1,,5,1,21,1,,,1.2,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1140,,1,,5,1,21,1,,,,1.2,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1141,,1,,5,1,21,1,,,,,1.2,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1142,,1,,5,1,21,1,1.2,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1143,,1,,5,1,21,1,,1.2,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1144,,1,,5,1,21,1,,,1.2,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1145,,1,,5,1,21,1,,,,1.2,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1146,,1,,5,1,21,1,,,,,1.2,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1147,,1,,5,1,21,1,1.2,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1148,,1,,5,1,21,1,,1.2,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1149,,1,,5,1,21,1,,,1.2,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1150,,1,,5,1,21,1,,,,1.2,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1151,,1,,5,1,21,1,,,,,1.2,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1152,,1,,5,1,21,1,1.2,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1153,,1,,5,1,21,1,,1.2,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1154,,1,,5,1,21,1,,,1.2,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1155,,1,,5,1,21,1,,,,1.2,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1156,,1,,5,1,21,1,,,,,1.2,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1157,,1,,5,1,21,1,1.2,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1158,,1,,5,1,21,1,,1.2,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1159,,1,,5,1,21,1,,,1.2,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1160,,1,,5,1,21,1,,,,1.2,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1161,,1,,5,1,21,1,,,,,1.2,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1162,,1,,5,1,21,1,1.2,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1163,,1,,5,1,21,1,,1.2,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1164,,1,,5,1,21,1,,,1.2,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1165,,1,,5,1,21,1,,,,1.2,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1166,,1,,5,1,21,1,,,,,1.2,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1167,,1,,5,1,21,1,1.2,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1168,,1,,5,1,21,1,,1.2,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1169,,1,,5,1,21,1,,,1.2,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1170,,1,,5,1,21,1,,,,1.2,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1171,,1,,5,1,21,1,,,,,1.2,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1172,,1,,5,1,21,1,1.2,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1173,,1,,5,1,21,1,,1.2,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1174,,1,,5,1,21,1,,,1.2,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1175,,1,,5,1,21,1,,,,1.2,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1176,,1,,5,1,21,1,,,,,1.2,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1177,,1,,5,1,21,1,1.2,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1178,,1,,5,1,21,1,,1.2,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1179,,1,,5,1,21,1,,,1.2,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1180,,1,,5,1,21,1,,,,1.2,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1181,,1,,5,1,21,1,,,,,1.2,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1182,,1,,5,1,21,1,1.2,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,
1183,,1,,5,1,21,1,,1.2,,,,,,,,,,,15,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,
1184,,1,,5,1,21,1,,,1.2,,,,,,,,,,15,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,
1185,,1,,5,1,21,1,,,,1.2,,,,,,,,,15,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,
1186,,1,,5,1,21,1,,,,,1.2,,,,,,,,15,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,
1187,,1,,5,1,21,1,1.2,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,
1188,,1,,5,1,21,1,,1.2,,,,,,,,,,,,15,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,
1189,,1,,5,1,21,1,,,1.2,,,,,,,,,,,15,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,
1190,,1,,5,1,21,1,,,,1.2,,,,,,,,,,15,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,
1191,,1,,5,1,21,1,,,,,1.2,,,,,,,,,15,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,
1192,,1,,5,1,21,1,1.2,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,
1193,,1,,5,1,21,1,,1.2,,,,,,,,,,,,,15,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,
1194,,1,,5,1,21,1,,,1.2,,,,,,,,,,,,15,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,
1195,,1,,5,1,21,1,,,,1.2,,,,,,,,,,,15,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,
1196,,1,,5,1,21,1,,,,,1.2,,,,,,,,,,15,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,
1197,,1,,5,1,21,1,1.2,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,
1198,,1,,5,1,21,1,,1.2,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,
1199,,1,,5,1,21,1,,,1.2,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,
1200,,1,,5,1,21,1,,,,1.2,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,
1201,,1,,5,1,21,1,,,,,1.2,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,
1202,,1,,5,1,21,1,1.2,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,
1203,,1,,5,1,21,1,,1.2,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,
1204,,1,,5,1,21,1,,,1.2,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,
1205,,1,,5,1,21,1,,,,1.2,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,
1206,,1,,5,1,21,1,,,,,1.2,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,
1207,,1,,5,1,21,1,1.2,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,
1208,,1,,5,1,21,1,,1.2,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,
1209,,1,,5,1,21,1,,,1.2,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,
1210,,1,,5,1,21,1,,,,1.2,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,
1211,,1,,5,1,21,1,,,,,1.2,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,
1212,,1,,5,1,21,1,1.2,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,
1213,,1,,5,1,21,1,,1.2,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,
1214,,1,,5,1,21,1,,,1.2,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,
1215,,1,,5,1,21,1,,,,1.2,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,
1216,,1,,5,1,21,1,,,,,1.2,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,
1217,,1,,5,1,21,1,1.2,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,
1218,,1,,5,1,21,1,,1.2,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,
1219,,1,,5,1,21,1,,,1.2,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,
1220,,1,,5,1,21,1,,,,1.2,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,
1221,,1,,5,1,21,1,,,,,1.2,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,
1222,,1,,5,1,21,1,1.2,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,
1223,,1,,5,1,21,1,,1.2,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,
1224,,1,,5,1,21,1,,,1.2,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,
1225,,1,,5,1,21,1,,,,1.2,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,
1226,,1,,5,1,21,1,,,,,1.2,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,
1227,,1,,5,1,21,1,1.2,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,
1228,,1,,5,1,21,1,,1.2,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,
1229,,1,,5,1,21,1,,,1.2,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,
1230,,1,,5,1,21,1,,,,1.2,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,
1231,,1,,5,1,21,1,,,,,1.2,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,
1232,,1,,5,1,21,1,1.2,,,,,,,,,,,,10,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,
1233,,1,,5,1,21,1,,1.2,,,,,,,,,,,10,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,
1234,,1,,5,1,21,1,,,1.2,,,,,,,,,,10,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,
1235,,1,,5,1,21,1,,,,1.2,,,,,,,,,10,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,
1236,,1,,5,1,21,1,,,,,1.2,,,,,,,,10,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,
1237,,1,,5,1,21,1,1.2,,,,,,,,,,,,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1238,,1,,5,1,21,1,,1.2,,,,,,,,,,,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1239,,1,,5,1,21,1,,,1.2,,,,,,,,,,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1240,,1,,5,1,21,1,,,,1.2,,,,,,,,,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1241,,1,,5,1,21,1,,,,,1.2,,,,,,,,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1242,,1,,5,1,21,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1243,,1,,5,1,21,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1244,,1,,5,1,21,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1245,,1,,5,1,21,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1246,,1,,5,1,21,1,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1247,,1,,5,1,21,1,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1248,,1,,5,1,21,1,,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1249,,1,,5,1,21,1,,,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1250,,1,,5,1,21,1,,,,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1251,,1,,5,1,21,1,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1252,,1,,5,1,21,1,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1253,,1,,5,1,21,1,,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1254,,1,,5,1,21,1,,,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1255,,1,,5,1,21,1,,,,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1256,,1,,5,1,21,1,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,
1257,,1,,5,1,21,1,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,
1258,,1,,5,1,21,1,,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,
1259,,1,,5,1,21,1,,,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,
1260,,1,,5,1,21,1,,,,,1.2,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,
1261,,1,,5,1,21,1,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,
1262,,1,,5,1,21,1,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,
1263,,1,,5,1,21,1,,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,
1264,,1,,5,1,21,1,,,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,
1265,,1,,5,1,21,1,,,,,1.2,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,
1266,,1,,5,1,21,1,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,
1267,,1,,5,1,21,1,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,
1268,,1,,5,1,21,1,,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,
